,possession,fouls,shots,shotsongoal,offtarget,cornerkicks,yellowcards,headtheball,headsuccess,saves,blocked,tackles,dribbles,throwins,pass,passsuccess
Bologna_5709,45.0,8.0,9.0,4.0,3.0,1.0,1.0,14.0,4.0,7.0,2.0,17.0,9.0,9.0,203.0,72.9064039408867
Bologna_5732,44.5,12.0,9.0,3.0,3.5,3.0,3.0,15.5,7.5,4.5,2.5,26.5,8.5,11.0,309.5,79.24166350890489
Bologna_5741,41.666666666666664,12.0,7.0,2.3333333333333335,3.0,2.0,2.6666666666666665,15.666666666666666,8.0,3.6666666666666665,1.6666666666666667,26.333333333333332,7.0,16.666666666666668,297.3333333333333,77.61410045892805
Bologna_5752,40.5,11.25,5.75,2.0,2.5,2.0,3.25,16.25,7.5,4.0,1.25,31.5,7.0,17.25,308.75,77.45255785148467
Bologna_5772,44.2,10.8,7.6,2.4,3.8,3.2,3.0,17.4,8.0,3.2,1.4,29.4,6.4,19.2,362.8,79.06049187704267
Bologna_5786,44.166666666666664,10.666666666666666,8.0,2.6666666666666665,3.8333333333333335,3.3333333333333335,2.6666666666666665,19.0,8.5,3.0,1.5,28.0,7.0,18.0,369.1666666666667,78.64351047941419
Bologna_5807,43.42857142857143,10.571428571428571,7.285714285714286,2.2857142857142856,3.7142857142857144,3.142857142857143,2.4285714285714284,21.142857142857142,10.142857142857142,3.142857142857143,1.2857142857142858,30.0,6.285714285714286,18.0,368.85714285714283,78.03542626534451
Bologna_5821,42.125,11.625,7.5,2.25,3.75,3.625,2.625,23.875,11.125,3.25,1.5,30.75,6.5,19.0,352.625,77.06760886083754
Bologna_5846,42.0,11.666666666666666,7.444444444444445,2.3333333333333335,3.6666666666666665,3.2222222222222223,2.888888888888889,24.444444444444443,11.333333333333334,3.3333333333333335,1.4444444444444444,31.22222222222222,6.666666666666667,19.666666666666668,355.1111111111111,77.06009676518892
Bologna_5864,42.1,12.0,8.1,2.8,3.8,3.4,2.8,25.6,12.3,3.2,1.7,30.9,6.9,19.7,357.2,77.35408708867003
Bologna_5874,43.72727272727273,12.272727272727273,8.727272727272727,2.8181818181818183,4.363636363636363,3.4545454545454546,3.0,25.727272727272727,12.272727272727273,3.4545454545454546,2.1818181818181817,30.272727272727273,8.363636363636363,20.545454545454547,367.54545454545456,77.77644280788185
Bologna_5885,43.916666666666664,11.666666666666666,9.083333333333334,2.75,4.833333333333333,3.5833333333333335,2.8333333333333335,25.0,11.916666666666666,3.3333333333333335,2.5,29.75,7.916666666666667,20.0,351.4166666666667,77.29507257389169
Bologna_5899,44.76923076923077,11.692307692307692,9.692307692307692,2.923076923076923,5.230769230769231,3.6153846153846154,2.6923076923076925,24.46153846153846,11.692307692307692,3.3846153846153846,2.4615384615384617,29.23076923076923,7.769230769230769,19.46153846153846,363.0769230769231,77.58006699128464
Bologna_5912,44.42857142857143,11.714285714285714,9.285714285714286,2.7857142857142856,4.928571428571429,3.5714285714285716,2.5,24.785714285714285,11.714285714285714,3.2142857142857144,2.5714285714285716,29.071428571428573,7.714285714285714,20.071428571428573,362.5,77.46720506333574
Bologna_5920,45.0,12.0,9.266666666666667,2.7333333333333334,4.933333333333334,3.933333333333333,2.6,24.866666666666667,11.733333333333333,3.3333333333333335,2.533333333333333,28.266666666666666,7.533333333333333,20.133333333333333,367.3333333333333,77.56939139244669
Bologna_5942,44.375,11.8125,9.125,2.6875,4.6875,3.875,2.5625,26.1875,12.375,3.375,2.625,28.6875,7.25,20.5,365.6875,76.90880443041877
Bologna_5950,44.35294117647059,11.882352941176471,8.882352941176471,2.5294117647058822,4.529411764705882,3.764705882352941,2.5294117647058822,26.705882352941178,12.882352941176471,3.6470588235294117,2.6470588235294117,28.58823529411765,7.882352941176471,20.41176470588235,370.3529411764706,77.20828652274707
Bologna_5962,44.388888888888886,12.0,9.277777777777779,2.7222222222222223,4.555555555555555,3.7222222222222223,2.5,25.833333333333332,12.5,3.5,2.7777777777777777,28.555555555555557,7.722222222222222,20.166666666666668,374.72222222222223,77.3633817159278
Bologna_5976,44.8421052631579,12.157894736842104,9.631578947368421,2.789473684210526,4.7368421052631575,3.8947368421052633,2.4210526315789473,25.68421052631579,12.526315789473685,3.3157894736842106,2.8421052631578947,27.789473684210527,7.368421052631579,19.94736842105263,383.8421052631579,77.71267741508949
