,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5695,48,0,2,2,11,1,0,13,0,8
5709,49,4,0,1,6,1,0,N,3,7
5737,49,1,3,1,6,3,1,N,0,4
5744,43,6,3,0,9,1,0,N,1,6
5765,39,2,1,1,7,2,0,N,0,12
5779,56,2,1,N,9,2,0,N,1,3
5801,46,4,2,N,7,0,3,N,0,5
5811,46,1,1,N,6,1,2,N,1,12
5814,46,1,2,N,9,1,0,N,0,9
5828,50,1,3,N,6,3,1,N,0,8
5856,49,0,1,N,6,1,1,N,0,10
5870,35,2,4,N,8,0,2,N,0,6
5877,50,3,0,N,5,5,2,N,0,4
5905,47,2,8,N,9,3,0,N,0,8
5909,51,1,4,N,10,4,3,N,1,4
5912,49,0,4,N,8,4,2,N,1,9
5934,33,0,3,N,9,1,3,N,0,11
5947,52,1,7,N,12,1,0,N,2,6
5968,57,4,1,N,8,4,0,N,2,4
