,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5695,52,1,2,0,7,1,2,12,0,10
5709,32,1,2,0,5,0,2,n,0,8
5731,51,2,4,3,8,3,2,n,2,9
5741,48,2,3,1,3,0,1,n,0,7
5752,43,2,3,1,11,1,2,n,3,10
5772,56,0,2,n,0,3,1,n,1,5
5785,55,1,3,n,1,1,1,n,1,6
5807,48,4,1,n,6,0,0,n,2,8
5815,46,2,1,n,9,2,0,n,2,4
5828,54,2,3,n,6,3,0,n,1,3
5856,57,7,1,n,2,4,0,n,2,4
5871,44,2,1,n,1,1,0,n,2,8
5878,47,0,0,n,5,2,0,n,2,2
5892,62,1,3,n,8,1,0,n,1,6
5898,55,3,8,n,14,3,0,n,0,5
5918,46,4,1,n,8,1,0,n,2,8
5941,36,0,3,n,6,4,1,n,2,7
5960,39,1,0,n,5,1,0,n,1,4
5968,48,1,1,n,6,1,1,n,0,1
