,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5696,50,1,1,2,7,4,0,12,1,7
5710,61,4,1,0,7,2,0,n,2,14
5730,55,2,3,2,6,5,1,n,4,11
5741,54,4,2,0,5,3,3,n,1,7
5752,58,2,1,1,5,3,2,n,5,6
5773,31,1,4,n,10,0,2,n,5,7
5787,39,0,3,n,15,1,2,n,3,9
5811,48,0,4,n,9,1,0,n,2,10
5822,47,0,2,n,11,3,2,n,1,9
5850,43,2,6,n,10,3,1,n,0,8
5864,59,0,4,n,8,1,0,n,1,9
5875,53,1,4,n,6,5,1,n,0,8
5878,42,6,4,n,6,4,0,n,1,16
5892,40,0,5,n,7,3,0,n,1,14
5905,55,1,4,n,6,0,1,n,0,5
5912,58,1,5,n,4,3,1,n,1,9
5933,46,3,2,n,2,2,3,n,6,5
5947,48,2,4,n,6,2,3,n,1,9
5968,45,1,1,n,8,3,1,n,0,7
