,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5702,55,0,2,0,8,3,0,n,0,6
5716,63,2,2,4,8,3,2,n,0,4
5737,62,2,0,0,6,5,1,n,0,10
5750,38,0,2,1,6,1,0,n,2,5
5766,49,0,3,0,10,2,2,n,0,5
5779,50,1,1,n,12,1,0,n,5,7
5806,36,3,3,n,8,2,0,n,3,8
5815,34,1,1,n,7,1,1,n,1,5
5827,46,2,2,n,8,4,0,n,3,7
5856,51,0,1,n,11,2,1,n,0,5
5870,42,2,3,n,9,3,2,n,2,5
5877,44,2,2,n,8,0,0,n,0,2
5891,59,5,3,n,6,4,0,n,0,7
5905,42,0,1,n,8,2,1,n,4,2
5919,54,1,1,n,13,2,0,n,0,9
5933,57,3,2,n,13,3,1,n,0,7
5948,52,2,2,n,9,4,0,n,0,9
5961,56,1,2,n,8,3,0,n,1,5
5975,54,0,1,n,4,2,1,n,2,12
