,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5696,49,0,3,2,6,2,1,17,1,4
5709,48,0,0,1,11,1,0,n,2,4
5730,45,1,1,0,6,2,0,n,4,6
5740,52,0,0,1,5,3,0,n,0,7
5751,31,1,0,1,5,0,1,n,3,5
5779,48,3,3,n,4,10,0,n,2,4
5800,43,3,3,n,6,1,0,n,1,6
5811,44,2,0,n,8,0,1,n,0,12
5828,50,0,3,n,9,1,3,n,0,3
5856,45,3,0,n,4,1,1,n,1,3
5870,42,2,3,n,7,3,3,n,0,9
5877,52,3,4,n,7,1,0,n,3,6
5891,36,3,4,n,5,5,1,n,2,6
5905,46,1,4,n,9,3,0,n,1,6
5911,54,3,1,n,8,1,2,n,1,4
5933,53,0,2,n,10,1,3,n,1,6
5947,44,2,3,n,9,2,1,n,7,5
5953,36,1,2,n,9,0,2,n,2,7
5968,39,0,6,n,14,2,0,n,6,5
