,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5331,56,3,2,n,9,1,1,8,1,9
5345,53,5,2,n,7,1,2,10,1,11
5367,55,0,4,n,9,1,1,17,2,5
5378,48,2,1,n,10,1,0,13,3,10
5386,56,0,3,n,10,2,2,16,0,6
5408,40,0,3,n,12,1,0,10,2,6
5422,52,2,4,n,7,1,0,10,1,6
5437,36,3,3,n,6,3,0,10,4,8
5447,61,1,5,n,10,1,6,8,0,6
5457,54,2,2,n,7,0,2,11,0,7
5555,56,5,1,1,9,6,0,15,1,2
5584,57,2,0,1,9,3,1,17,1,9
5597,53,2,2,2,6,1,0,17,1,8
5611,43,4,2,2,8,2,0,18,1,11
