,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5338,53,1,4,n,8,2,1,15,2,4
5352,45,2,3,n,n,5,0,n,1,5
5374,44,1,0,n,5,1,0,18,2,8
5380,52,4,4,n,5,3,1,16,2,14
5401,34,1,1,n,6,1,1,6,5,8
5423,38,1,0,n,12,1,0,12,2,6
5444,46,0,2,n,4,1,1,14,0,6
5451,39,2,0,n,13,0,1,7,2,6
5547,35,2,1,0,10,3,1,15,1,6
5555,55,3,3,1,7,5,2,12,2,9
5577,34,1,1,1,8,2,0,16,1,6
5590,55,0,0,1,6,1,2,18,0,6
5603,26,2,3,0,12,1,0,8,0,5
5618,40,1,2,0,11,1,1,13,2,4
