,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5331,60,4,1,n,12,3,1,8,3,6
5345,65,3,6,n,9,3,1,12,1,7
5367,59,2,4,n,9,2,1,15,0,5
5376,63,7,3,n,8,5,2,13,1,6
5387,60,6,6,n,4,3,0,21,1,6
5409,52,1,2,n,17,1,1,8,2,13
5423,52,1,8,n,6,4,3,12,2,6
5446,50,2,4,n,7,1,1,14,0,6
5458,60,1,7,n,7,4,0,16,1,6
5556,54,0,3,4,14,2,2,15,1,6
5577,62,2,4,1,9,1,3,14,0,5
5582,64,0,2,0,10,1,4,14,0,6
5596,58,2,0,1,6,5,1,16,2,7
5611,53,3,5,0,11,1,2,9,1,13
