,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5710,46,0,4,0,6,1,1,n,4,4
5730,31,1,2,0,9,3,1,n,2,9
5745,45,2,3,3,9,2,1,n,1,11
5766,48,1,2,3,7,2,1,n,2,9
5776,40,2,1,0,9,2,3,n,1,7
5787,46,1,5,2,7,3,2,n,0,9
5801,50,3,3,2,8,5,1,n,0,10
5815,46,1,3,0,8,1,0,n,1,12
5829,30,0,0,0,10,0,6,n,3,6
5850,44,0,2,1,9,1,1,n,1,12
5864,42,3,0,1,10,0,2,n,3,5
5874,29,0,0,1,8,1,2,n,4,11
5878,55,1,3,0,9,0,1,n,2,8
5891,57,0,1,1,6,0,1,n,3,12
5905,26,2,1,0,5,0,1,n,5,6
5920,37,5,2,3,9,3,3,n,2,9
5948,57,1,0,1,7,1,1,n,2,5
5955,51,0,3,1,10,3,2,n,2,7
5969,35,3,0,0,12,2,0,n,3,5
