,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5717,42,2,1,2,6,0,1,n,5,7
5738,61,1,5,1,10,4,0,n,0,5
5741,40,0,2,3,8,3,0,n,0,6
5752,31,2,1,0,6,1,2,n,4,9
5773,41,0,2,4,8,1,0,n,1,9
5780,30,0,1,0,5,0,1,n,4,4
5801,34,3,3,1,7,3,2,n,3,8
5821,45,3,3,2,7,2,2,n,1,10
5846,36,2,1,0,12,1,0,n,0,9
5856,41,2,2,5,6,4,0,n,2,5
5870,31,2,2,2,6,4,1,n,2,5
5884,30,1,7,0,7,0,3,n,2,10
5899,40,0,4,2,4,5,0,n,1,8
5913,57,1,4,3,8,4,1,n,0,3
5934,45,0,5,0,10,1,0,n,0,10
5948,47,1,2,5,11,2,1,n,1,9
5951,34,2,2,1,9,1,1,n,2,9
5962,31,2,2,1,12,2,2,n,5,12
5975,21,1,0,1,7,0,0,n,5,5
