,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5717,36,0,4,1,10,2,1,n,1,7
5738,48,0,1,1,8,1,0,n,0,10
5741,38,0,1,0,6,1,2,n,2,4
5751,49,2,2,0,13,3,2,n,2,9
5773,54,0,2,1,9,3,1,n,1,7
5780,60,3,3,2,15,2,1,n,2,7
5808,49,5,1,1,16,2,1,n,2,11
5822,47,1,3,2,7,7,0,n,1,3
5846,50,1,1,1,9,2,0,n,2,6
5857,27,1,0,2,8,1,0,n,0,9
5871,44,1,1,0,7,1,0,n,3,9
5882,34,2,3,0,9,2,2,n,2,5
5899,39,1,2,1,9,4,1,n,1,6
5913,38,0,1,0,8,0,2,n,0,5
5935,45,1,2,0,8,6,1,n,0,3
5941,38,0,3,0,3,2,0,n,3,10
5951,38,3,5,0,8,2,2,n,4,9
5962,42,1,5,3,10,4,0,n,0,10
5976,62,2,2,4,8,2,0,n,0,9
