,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5709,62,2,4,0,16,2,2,n,1,7
5731,43,2,2,1,12,3,2,n,1,8
5740,42,2,1,0,10,0,0,n,0,4
5750,36,0,2,1,8,1,0,n,3,7
5772,47,0,1,2,10,3,0,n,6,9
5786,58,2,3,0,7,3,0,n,0,5
5814,37,1,2,1,4,1,0,n,3,7
5828,41,2,0,1,9,1,1,n,1,9
5844,56,0,0,3,8,1,1,n,3,6
5863,42,0,2,1,7,2,0,n,2,7
5876,54,2,1,1,6,3,1,n,0,4
5890,51,3,1,0,6,3,3,n,3,6
5901,55,1,2,4,10,5,2,n,0,8
5912,23,0,0,0,6,0,2,n,1,8
5932,38,2,1,0,8,2,1,n,3,6
5941,50,2,6,3,4,3,0,n,0,5
5952,48,1,1,0,6,1,2,n,0,9
5962,49,1,2,1,4,2,2,n,2,8
5976,39,2,3,0,4,0,4,n,1,8
