,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6072,40,1,0,1,9,2,1,n,1,13
6094,41,0,3,1,8,3,1,n,3,6
6109,38,1,3,1,9,1,0,n,1,6
6131,43,2,2,0,9,0,2,n,1,6
6144,35,3,1,0,5,2,1,n,1,5
6166,47,0,2,1,12,0,0,n,1,8
6179,40,0,2,1,9,0,1,n,0,7
6193,39,2,2,3,5,1,2,n,1,5
6220,39,2,2,1,5,3,1,n,1,10
6241,39,2,2,1,4,0,1,n,2,11
6255,36,0,2,1,10,2,0,n,1,7
6262,35,1,1,0,9,0,0,n,2,7
6269,24,2,1,1,6,0,0,n,3,14
6282,46,2,1,2,5,0,1,n,1,7
6300,44,3,0,0,13,1,1,n,3,7
6310,44,0,0,0,6,1,0,n,0,8
6321,24,0,1,0,3,0,2,n,1,3
6332,39,2,2,0,9,1,0,n,4,5
6345,25,0,2,0,3,1,0,n,2,2
