,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6079,45,0,2,1,15,1,0,n,2,6
6103,48,0,5,3,9,3,1,n,0,4
6109,43,1,2,1,6,0,0,n,0,10
6129,32,0,3,1,3,1,1,n,1,6
6137,38,1,1,3,11,1,0,n,2,6
6150,45,0,3,0,8,0,1,n,1,3
6171,63,2,4,1,6,1,0,n,0,9
6185,37,0,2,0,13,2,0,n,1,7
6211,49,0,3,1,11,2,0,n,1,11
6225,39,0,3,0,9,4,1,n,1,2
6233,54,2,4,2,8,2,1,n,1,4
6247,52,2,4,0,3,0,1,n,2,5
6261,51,3,3,0,11,3,0,n,0,6
6269,63,3,1,0,7,2,1,n,1,5
6297,50,2,3,2,4,2,1,n,2,7
6303,38,3,2,0,10,1,0,n,2,7
6318,47,0,1,1,7,1,1,n,2,6
6325,58,2,3,1,4,3,0,n,0,7
6339,34,1,0,2,10,3,0,n,2,9
