,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5352,47,3,2,2,7,4,1,12,1,7
5373,39,4,5,0,7,3,3,8,0,6
5380,54,3,1,1,8,3,0,14,0,9
5402,66,6,5,2,9,8,4,14,1,9
5415,67,2,4,3,6,3,0,13,1,5
5436,51,2,2,1,6,1,0,18,0,9
5444,54,1,1,0,12,4,0,21,0,6
5458,56,1,3,1,8,4,0,14,1,8
5478,70,1,4,1,8,3,5,7,2,2
5493,56,1,0,3,6,2,2,24,1,10
5499,34,3,3,0,4,5,2,9,1,6
5513,45,4,0,1,6,2,2,19,0,10
5527,62,3,1,0,8,2,0,16,0,7
5542,48,1,1,1,10,4,2,22,0,10
5555,59,5,4,1,11,6,0,14,0,5
5572,49,3,4,0,9,3,1,10,1,6
5590,62,4,4,3,8,5,2,13,0,4
5597,49,2,2,1,8,4,4,21,0,4
5612,21,1,1,0,4,4,1,7,3,9
