,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5353,46,3,1,0,10,1,2,14,0,12
5373,41,0,3,1,6,2,0,8,4,4
5381,63,0,4,2,9,4,2,8,3,5
5402,47,3,4,1,10,3,2,11,0,6
5414,55,0,2,0,13,2,1,15,1,4
5436,48,2,0,1,6,3,2,9,2,10
5450,55,3,1,0,9,3,3,17,1,7
5459,60,2,3,2,14,4,0,17,2,10
5478,48,3,2,0,13,0,4,15,2,9
5493,26,1,2,0,5,0,0,2,1,5
5500,50,4,1,1,7,2,3,13,0,9
5512,63,2,3,3,10,4,1,17,0,8
5527,39,2,3,1,9,3,0,10,2,8
5541,51,1,2,3,7,1,1,6,0,5
5556,53,1,4,1,9,1,0,18,1,5
5573,50,2,2,2,7,4,1,19,1,5
5583,49,0,0,2,8,2,0,14,1,5
5597,54,1,2,0,12,1,2,18,0,5
5612,63,1,1,1,9,3,2,13,0,6
