,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5351,50,3,2,0,7,1,2,13,3,8
5367,56,3,0,3,8,2,1,10,0,3
5378,57,4,6,2,9,0,0,10,1,5
5387,45,3,1,0,7,1,0,8,3,11
5408,55,3,2,0,7,6,0,10,2,7
5423,46,1,4,1,7,1,2,13,0,7
5444,28,2,4,0,5,1,1,11,1,3
5457,43,5,3,1,10,4,0,9,1,9
5479,45,1,3,2,6,2,1,2,2,13
5492,76,4,0,1,9,1,1,9,0,7
5500,39,4,1,0,5,2,0,6,4,13
5521,57,1,4,0,5,5,0,9,1,12
5535,48,1,8,3,9,6,2,9,0,8
5547,46,3,2,2,13,4,0,13,1,6
5570,45,0,3,1,8,0,1,16,1,8
5578,56,2,3,1,8,2,1,8,0,6
5592,69,3,4,1,9,1,1,15,0,5
5598,70,4,4,0,8,5,1,16,0,2
5612,52,2,3,1,11,4,0,16,0,5
