,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5331,44,1,4,N,11,3,1,9,2,7
5345,53,3,2,N,12,3,0,16,0,5
5366,47,1,5,N,7,0,2,14,2,6
5377,48,0,3,N,9,0,1,15,3,4
5380,48,2,3,N,14,2,0,20,4,5
5415,56,6,1,N,16,3,2,10,0,9
5437,53,3,4,N,7,1,0,17,1,6
5447,47,0,4,N,12,2,0,17,2,6
5457,52,2,3,N,17,2,1,13,3,5
5542,33,1,1,1,11,0,0,16,2,7
5548,46,3,3,2,9,2,1,10,1,8
5569,47,1,1,2,10,5,3,18,0,4
5584,51,3,1,1,11,3,0,28,0,7
5597,43,1,2,1,5,2,0,5,1,4
5611,37,2,1,1,5,0,0,7,1,7
