,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5331,57,6,4,N,6,8,2,10,3,6
5345,47,2,3,N,12,0,1,13,4,7
5366,56,1,4,N,12,4,3,13,1,4
5377,58,2,4,N,8,5,2,17,3,5
5387,57,1,5,N,7,1,4,13,0,3
5401,65,1,2,N,10,2,1,17,0,12
5415,42,0,3,N,7,2,0,7,3,11
5436,45,3,5,N,11,5,2,12,2,4
5447,62,1,1,N,11,3,2,11,0,9
5458,54,1,1,N,12,1,2,18,1,7
5547,65,1,3,0,7,3,1,13,2,9
5569,48,1,3,0,11,2,2,14,1,10
5583,48,1,6,3,6,2,0,12,2,5
5597,53,1,3,3,7,4,0,10,2,3
5611,48,2,2,2,6,2,0,18,1,7
