,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5332,61,2,0,N,8,4,2,15,0,6
5352,48,0,0,N,12,1,1,13,0,6
5374,56,3,6,N,9,0,0,21,1,5
5380,59,1,4,N,16,2,0,21,0,7
5401,52,1,1,N,4,0,2,8,1,7
5414,53,3,4,N,6,6,3,17,0,3
5436,61,2,6,N,4,4,0,15,2,3
5446,50,1,2,N,8,3,0,16,1,6
5458,40,1,6,N,6,3,2,13,1,5
5547,65,6,3,0,9,5,0,14,0,6
5568,62,0,1,1,14,4,2,13,2,6
5572,49,1,0,3,10,2,2,14,1,8
5583,53,1,4,0,8,4,1,13,0,2
5598,53,3,0,0,10,2,0,6,2,6
5611,57,2,6,3,9,7,1,13,1,5
