,possession,fouls,shots,shotsongoal,offtarget,cornerkicks,yellowcards,headtheball,headsuccess,saves,blocked,tackles,dribbles,throwins,pass,passsuccess
Marseille_5695,66.0,10.0,17.0,5.0,9.0,14.0,1.0,39.0,23.0,3.0,4.0,25.0,6.0,27.0,531.0,80.7909604519774
Marseille_5710,61.0,9.0,16.5,6.0,7.5,10.0,1.0,24.5,13.0,2.0,3.5,24.5,11.5,23.5,516.0,84.90645826990087
Marseille_5731,60.333333333333336,9.666666666666666,15.0,6.333333333333333,6.333333333333333,8.333333333333334,1.3333333333333333,24.0,13.333333333333334,1.6666666666666667,2.6666666666666665,21.333333333333332,11.666666666666666,23.0,523.3333333333334,86.52995607088808
Marseille_5738,56.75,11.0,14.75,5.75,6.75,6.5,2.0,25.25,13.75,2.25,2.5,23.75,13.5,22.75,495.5,85.83193307258352
Marseille_5745,58.8,11.2,15.4,5.4,7.4,6.4,2.2,24.6,13.2,2.0,2.8,22.0,13.0,26.2,516.2,86.39509570681473
Marseille_5766,58.833333333333336,12.5,16.333333333333332,5.833333333333333,7.166666666666667,7.166666666666667,2.0,24.833333333333332,13.833333333333334,1.8333333333333333,3.5,22.0,12.666666666666666,26.5,518.0,86.1641610333513
Marseille_5787,58.42857142857143,12.714285714285714,16.0,5.428571428571429,8.0,7.142857142857143,2.0,24.428571428571427,13.857142857142858,2.0,3.5714285714285716,21.714285714285715,12.285714285714286,28.142857142857142,511.57142857142856,85.15067623456689
Marseille_5808,58.875,13.0,15.5,5.625,7.375,6.625,1.875,25.375,13.375,2.0,3.5,22.0,13.25,27.625,511.0,84.7632519616563
Marseille_5815,59.666666666666664,12.666666666666666,15.333333333333334,5.888888888888889,6.777777777777778,6.555555555555555,1.8888888888888888,25.22222222222222,13.444444444444445,1.7777777777777777,3.5555555555555554,22.22222222222222,12.333333333333334,26.333333333333332,517.2222222222222,85.06488553754123
Marseille_5822,59.2,12.6,14.7,5.7,6.7,6.1,1.9,25.5,13.3,1.7,3.2,22.1,12.7,27.1,516.5,84.87212247398318
Marseille_5850,60.0,13.090909090909092,14.727272727272727,5.454545454545454,6.818181818181818,6.2727272727272725,1.9090909090909092,25.545454545454547,13.545454545454545,1.6363636363636365,3.272727272727273,21.636363636363637,12.363636363636363,26.545454545454547,523.6363636363636,84.88374770362108
Marseille_5869,59.75,13.0,14.833333333333334,5.25,6.75,6.333333333333333,1.8333333333333333,25.916666666666668,13.583333333333334,1.75,3.5833333333333335,22.5,12.25,26.5,521.25,84.39343539498599
Marseille_5878,59.0,12.538461538461538,15.076923076923077,5.3076923076923075,6.846153846153846,6.3076923076923075,1.6923076923076923,26.0,13.307692307692308,1.6923076923076923,3.5384615384615383,23.23076923076923,12.538461538461538,25.76923076923077,516.6153846153846,84.36317113383323
Marseille_5892,58.285714285714285,12.714285714285714,14.571428571428571,5.071428571428571,6.714285714285714,6.5,1.5714285714285714,26.571428571428573,13.928571428571429,1.5714285714285714,3.357142857142857,23.357142857142858,12.142857142857142,25.642857142857142,509.2857142857143,83.98008748141658
Marseille_5906,57.93333333333333,12.666666666666666,14.8,5.266666666666667,6.8,6.666666666666667,1.6,27.2,14.666666666666666,1.9333333333333333,3.4,23.866666666666667,12.4,25.466666666666665,509.3333333333333,83.78141498265546
Marseille_5918,58.1875,12.375,14.75,5.25,6.875,6.9375,1.625,27.6875,14.9375,2.0,3.25,24.1875,12.6875,25.4375,514.4375,83.9825765462395
Marseille_5941,58.705882352941174,12.411764705882353,14.294117647058824,5.176470588235294,6.647058823529412,7.0588235294117645,1.7058823529411764,29.235294117647058,15.764705882352942,2.0588235294117645,3.1176470588235294,24.41176470588235,12.882352941176471,25.764705882352942,521.2941176470588,84.21889557293129
Marseille_5955,58.44444444444444,12.5,13.88888888888889,5.055555555555555,6.5,6.888888888888889,1.6666666666666667,29.27777777777778,15.666666666666666,2.111111111111111,2.9444444444444446,24.5,13.055555555555555,25.77777777777778,517.4444444444445,83.762290263324
Marseille_5968,58.36842105263158,12.631578947368421,14.263157894736842,5.2105263157894735,6.578947368421052,6.894736842105263,1.6842105263157894,29.42105263157895,15.526315789473685,2.1052631578947367,3.0526315789473686,24.789473684210527,12.736842105263158,25.94736842105263,515.4736842105264,83.77480130209642
