,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6094,28,0,1,0,N,1,2,N,1,8
6104,26,0,3,0,N,1,3,N,1,6
6115,48,1,3,1,N,2,0,N,0,9
6136,30,1,1,1,N,0,2,N,0,12
6143,33,0,0,0,N,0,1,N,0,5
6164,44,0,3,0,N,1,0,N,5,9
6179,52,1,3,0,N,1,3,N,1,8
6193,24,0,3,2,N,3,2,N,0,5
6226,38,0,1,2,N,1,0,N,4,4
6233,42,0,1,0,N,0,3,N,1,12
6247,44,3,3,0,N,0,2,N,2,4
6261,56,0,0,0,N,1,1,N,0,7
6275,50,3,2,2,N,3,1,N,3,6
6300,40,0,5,0,N,2,2,N,1,7
6311,36,1,1,2,N,1,0,N,5,7
6324,46,2,3,0,N,1,1,N,1,10
6338,58,0,3,0,N,2,3,N,1,6
