,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6095,35,5,0,0,N,4,1,N,0,10
6108,40,5,3,1,N,3,3,N,2,6
6130,53,3,5,1,N,6,4,N,2,8
6143,59,3,5,0,N,5,1,N,0,8
6164,41,4,1,1,N,2,3,N,5,12
6177,29,1,2,2,N,0,4,N,2,3
6192,59,2,4,3,N,3,4,N,1,4
6227,45,3,3,2,N,4,0,N,2,7
6234,38,0,1,1,N,1,3,N,1,4
6246,53,2,2,1,N,5,1,N,4,4
6254,57,1,0,1,N,1,2,N,0,8
6268,43,1,4,2,N,3,0,N,2,7
6283,43,4,3,1,N,6,1,N,1,4
6300,42,1,3,3,N,5,1,N,3,7
6310,58,3,5,1,N,4,2,N,0,6
6324,46,3,1,1,N,3,1,N,1,6
6338,55,3,1,6,N,5,6,N,1,10
