,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5703,60,2,0,0,N,1,1,N,1,9
5715,60,3,1,0,N,0,1,N,1,8
5737,54,0,3,2,N,2,0,N,4,8
5744,63,5,4,1,N,4,1,N,2,5
5765,54,5,3,1,N,4,1,N,0,4
5779,52,2,2,2,N,3,0,N,3,3
5800,62,2,4,1,N,1,0,N,1,5
5814,55,2,6,2,N,4,2,N,3,7
5821,53,2,2,2,N,2,2,N,3,6
5871,63,2,5,3,N,4,0,N,0,3
5884,56,5,1,2,N,5,2,N,0,9
5898,34,5,1,1,N,0,0,N,1,5
5905,46,2,1,0,N,1,1,N,2,6
5919,66,1,7,1,N,5,1,N,0,8
5940,53,2,2,5,N,5,0,N,2,3
5954,67,2,4,1,N,3,0,N,0,3
5975,56,4,4,1,N,4,2,N,1,3
