,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5709,51,3,3,0,N,0,0,N,1,5
5737,53,2,3,1,N,4,2,N,1,6
5744,46,2,0,0,N,2,0,N,3,8
5765,43,1,2,1,N,3,1,N,3,10
5780,48,3,4,1,N,3,0,N,0,8
5799,38,2,1,1,N,1,3,N,1,10
5814,62,2,6,2,N,1,0,N,1,8
5828,54,1,3,3,N,2,2,N,2,7
5862,29,1,2,0,N,1,2,N,0,11
5878,57,1,1,0,N,3,0,N,1,7
5885,47,5,3,2,N,2,3,N,1,9
5898,48,2,2,2,N,2,1,N,0,9
5906,63,2,5,1,N,3,1,N,1,4
5919,54,2,4,2,N,1,5,N,4,5
5940,66,1,4,0,N,1,2,N,2,7
5953,50,5,1,1,N,3,3,N,2,9
5968,50,0,2,1,N,4,1,N,1,5
