,possession,fouls,shots,shotsongoal,offtarget,cornerkicks,yellowcards,headtheball,headsuccess,saves,blocked,tackles,dribbles,throwins,pass,passsuccess
TottenhamHotspur_5695,50.0,12.0,9.0,4.0,2.0,2.0,3.0,18.0,11.0,1.0,3.0,27.0,7.0,23.0,481.0,80.45738045738045
TottenhamHotspur_5709,57.5,13.0,14.0,5.0,5.5,4.5,3.5,27.5,17.0,1.0,3.5,26.5,9.5,24.5,500.5,82.247920997921
TottenhamHotspur_5731,57.0,12.666666666666666,14.333333333333334,4.666666666666667,5.666666666666667,5.666666666666667,2.6666666666666665,29.333333333333332,14.333333333333334,1.3333333333333333,4.0,28.666666666666668,9.333333333333334,26.333333333333332,470.6666666666667,81.27152559634311
TottenhamHotspur_5752,56.5,14.25,15.5,6.25,5.25,5.75,3.0,27.5,12.0,1.25,4.0,28.0,10.0,23.0,474.0,82.02802436254659
TottenhamHotspur_5773,56.2,14.4,15.2,6.8,4.6,5.6,2.6,28.0,13.2,1.2,3.8,28.6,9.2,23.0,477.0,82.02241949003727
TottenhamHotspur_5787,54.333333333333336,14.833333333333334,15.0,6.333333333333333,5.0,5.666666666666667,2.3333333333333335,27.5,13.166666666666666,1.5,3.6666666666666665,28.5,10.333333333333334,23.166666666666668,460.8333333333333,80.93973553994334
TottenhamHotspur_5814,55.857142857142854,14.142857142857142,14.142857142857142,5.857142857142857,4.571428571428571,5.714285714285714,2.2857142857142856,27.0,12.714285714285714,1.7142857142857142,3.7142857142857144,27.428571428571427,10.714285714285714,22.714285714285715,474.14285714285717,81.31606006569666
TottenhamHotspur_5828,55.0,13.5,14.0,5.875,4.5,5.875,2.125,28.5,13.5,2.0,3.625,27.375,11.125,23.625,463.0,80.1775265834586
TottenhamHotspur_5837,55.888888888888886,13.444444444444445,13.555555555555555,5.555555555555555,4.777777777777778,5.555555555555555,2.111111111111111,29.444444444444443,13.777777777777779,1.8888888888888888,3.2222222222222223,26.22222222222222,11.0,24.88888888888889,469.8888888888889,79.93557918529653
TottenhamHotspur_5843,56.2,13.2,14.1,5.4,4.7,5.4,2.1,28.9,13.3,1.9,4.0,27.4,10.7,24.7,483.3,80.34202126676688
TottenhamHotspur_5863,56.90909090909091,13.090909090909092,15.0,5.909090909090909,4.818181818181818,5.818181818181818,2.090909090909091,29.363636363636363,13.818181818181818,1.9090909090909092,4.2727272727272725,27.0,11.0,25.09090909090909,487.8181818181818,80.49274660615171
TottenhamHotspur_5873,56.666666666666664,12.75,15.166666666666666,5.916666666666667,5.083333333333333,6.0,2.0833333333333335,29.333333333333332,13.666666666666666,1.9166666666666667,4.166666666666667,27.083333333333332,10.333333333333334,24.916666666666668,482.5,80.03501772230574
TottenhamHotspur_5885,56.46153846153846,13.076923076923077,14.461538461538462,5.6923076923076925,4.846153846153846,5.615384615384615,2.1538461538461537,29.23076923076923,13.461538461538462,2.0,3.923076923076923,28.307692307692307,10.615384615384615,24.307692307692307,488.6923076923077,80.18617020520529
TottenhamHotspur_5902,57.07142857142857,12.928571428571429,14.142857142857142,5.571428571428571,4.928571428571429,5.428571428571429,2.2142857142857144,30.142857142857142,14.071428571428571,2.0,3.7142857142857144,29.285714285714285,10.214285714285714,24.642857142857142,489.14285714285717,79.74430090483348
TottenhamHotspur_5913,57.4,12.466666666666667,14.466666666666667,5.733333333333333,5.0,5.6,2.2142857142857144,29.666666666666668,13.733333333333333,2.0,3.8,29.466666666666665,10.066666666666666,24.466666666666665,494.73333333333335,79.96134751117792
TottenhamHotspur_5933,57.125,12.375,14.4375,5.6875,5.0,5.8125,2.075892857142857,29.0625,13.75,2.25,3.9375,29.125,10.3125,24.4375,492.4375,79.9012632917293
TottenhamHotspur_5949,56.88235294117647,12.352941176470589,14.941176470588236,5.705882352941177,5.470588235294118,5.647058823529412,1.9537815126050422,28.647058823529413,13.764705882352942,2.235294117647059,3.9411764705882355,29.823529411764707,10.235294117647058,24.705882352941178,486.7647058823529,79.90707133339228
TottenhamHotspur_5963,56.55555555555556,12.777777777777779,15.0,5.666666666666667,5.444444444444445,5.777777777777778,2.3452380952380953,28.72222222222222,13.833333333333334,2.2777777777777777,4.055555555555555,29.944444444444443,9.944444444444445,24.555555555555557,482.27777777777777,79.9122340370927
TottenhamHotspur_5976,56.8421052631579,12.421052631578947,15.105263157894736,5.631578947368421,5.473684210526316,5.894736842105263,2.327067669172932,27.63157894736842,13.368421052631579,2.4210526315789473,4.157894736842105,29.94736842105263,9.736842105263158,24.63157894736842,485.8421052631579,80.39053750882466
