,possession,fouls,shots,shotsongoal,offtarget,cornerkicks,yellowcards,headtheball,headsuccess,saves,blocked,tackles,dribbles,throwins,pass,passsuccess
GranadaCF_6081,47.0,16.0,13.0,2.0,5.0,4.0,1.0,22.0,8.0,5.0,6.0,21.0,9.0,24.0,376.0,81.0
GranadaCF_6100,41.5,16.5,14.0,5.0,5.0,3.5,3.0,21.5,7.5,5.0,4.0,28.0,9.5,20.5,333.0,75.5
GranadaCF_6110,46.666666666666664,17.333333333333332,13.666666666666666,4.333333333333333,5.666666666666667,4.333333333333333,3.0,26.0,9.666666666666666,4.333333333333333,3.6666666666666665,28.0,8.666666666666666,21.333333333333332,371.0,75.33333333333333
GranadaCF_6129,43.5,15.0,12.5,3.75,5.5,4.0,2.5,23.75,10.0,4.25,3.25,29.0,7.5,19.5,361.0,75.75
GranadaCF_6143,40.6,15.4,10.2,3.0,4.4,3.4,2.8,22.2,8.8,4.2,2.8,30.0,7.4,18.4,342.2,74.6
GranadaCF_6165,39.666666666666664,15.833333333333334,10.0,3.3333333333333335,4.0,3.1666666666666665,3.1666666666666665,22.5,8.833333333333334,4.5,2.6666666666666665,31.5,8.0,18.833333333333332,336.8333333333333,74.33333333333333
GranadaCF_6172,38.285714285714285,15.714285714285714,9.571428571428571,3.0,4.285714285714286,2.7142857142857144,3.142857142857143,21.571428571428573,9.0,4.285714285714286,2.5714285714285716,31.0,8.142857142857142,19.428571428571427,336.0,74.28571428571429
GranadaCF_6184,39.625,15.5,9.375,2.875,4.125,2.625,3.375,21.75,8.625,4.375,2.625,30.625,8.125,19.125,345.125,74.75
GranadaCF_6212,39.44444444444444,15.11111111111111,8.555555555555555,2.5555555555555554,3.888888888888889,2.4444444444444446,3.4444444444444446,20.333333333333332,8.222222222222221,4.777777777777778,2.3333333333333335,29.11111111111111,8.333333333333334,19.444444444444443,350.77777777777777,76.0
GranadaCF_6226,39.9,15.3,8.4,2.7,3.6,2.7,3.4,21.1,9.1,4.8,2.3,28.1,9.2,19.6,351.3,75.9
GranadaCF_6233,39.0,15.545454545454545,8.363636363636363,2.4545454545454546,3.6363636363636362,2.8181818181818183,3.272727272727273,20.818181818181817,9.363636363636363,4.7272727272727275,2.3636363636363638,27.90909090909091,9.0,19.09090909090909,343.45454545454544,75.18181818181819
GranadaCF_6249,39.583333333333336,15.416666666666666,8.833333333333334,2.5833333333333335,3.5833333333333335,3.25,3.1666666666666665,23.083333333333332,10.25,4.75,2.75,27.833333333333332,9.166666666666666,20.833333333333332,342.6666666666667,74.33333333333333
GranadaCF_6262,40.0,15.461538461538462,8.692307692307692,2.4615384615384617,3.6153846153846154,3.230769230769231,3.3076923076923075,25.692307692307693,11.923076923076923,4.6923076923076925,2.6153846153846154,27.615384615384617,8.923076923076923,21.846153846153847,344.3076923076923,73.76923076923077
GranadaCF_6268,40.285714285714285,15.714285714285714,8.142857142857142,2.357142857142857,3.357142857142857,3.2857142857142856,3.2142857142857144,27.428571428571427,13.142857142857142,4.571428571428571,2.4285714285714284,27.214285714285715,8.571428571428571,22.285714285714285,338.57142857142856,72.64285714285714
GranadaCF_6283,41.333333333333336,15.6,8.333333333333334,2.466666666666667,3.4,3.2666666666666666,3.2,27.866666666666667,13.733333333333333,4.8,2.466666666666667,27.466666666666665,8.8,22.6,345.4,73.06666666666666
GranadaCF_6300,41.6875,15.25,8.4375,2.4375,3.4375,3.25,3.25,28.0625,13.4375,4.6875,2.5625,27.25,9.0625,23.5625,345.3125,72.75
GranadaCF_6316,41.35294117647059,15.0,8.529411764705882,2.411764705882353,3.5294117647058822,3.176470588235294,3.176470588235294,26.941176470588236,12.705882352941176,5.0,2.5294117647058822,26.352941176470587,9.235294117647058,22.764705882352942,346.4117647058824,73.58823529411765
GranadaCF_6324,41.666666666666664,15.055555555555555,8.333333333333334,2.4444444444444446,3.388888888888889,3.0555555555555554,3.1666666666666665,26.72222222222222,12.555555555555555,4.888888888888889,2.4444444444444446,26.22222222222222,9.055555555555555,22.555555555555557,349.8888888888889,73.88888888888889
GranadaCF_6338,42.78947368421053,14.736842105263158,8.368421052631579,2.473684210526316,3.3684210526315788,3.0526315789473686,3.1578947368421053,26.68421052631579,12.631578947368421,4.894736842105263,2.473684210526316,25.63157894736842,8.947368421052632,22.526315789473685,358.89473684210526,74.47368421052632
