,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5697,29,0,1,0,3,0,1,5,1,4
5710,40,2,1,0,4,2,1,N,1,4
5730,46,1,1,1,3,3,1,N,1,1
5746,51,2,1,0,2,3,3,N,0,4
5765,53,0,4,0,8,0,1,N,1,8
5779,42,1,1,1,4,4,1,N,2,1
5800,35,1,0,1,8,0,3,N,1,5
5814,38,1,1,2,6,1,1,N,0,4
5828,27,0,1,0,5,0,0,N,2,5
5837,54,1,4,7,6,10,0,N,1,5
5842,45,1,3,1,8,2,0,N,2,2
5863,37,0,0,1,9,1,1,N,2,4
5873,45,2,4,0,8,3,0,N,2,4
5898,44,4,3,1,10,1,0,N,0,8
5906,42,1,2,3,6,3,1,N,1,3
5919,53,0,5,3,6,2,2,N,0,2
5947,53,1,4,3,4,4,1,N,1,4
5961,38,1,2,2,2,3,1,N,1,8
5976,31,1,0,1,4,0,1,N,2,8
