,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6079,54,1,0,0,12,1,1,N,0,9
6102,40,1,2,2,5,3,1,N,0,6
6109,40,1,0,1,6,2,0,N,1,6
6116,40,0,3,4,4,2,1,N,1,5
6136,49,1,4,0,7,5,0,N,0,4
6151,52,2,2,0,5,3,1,N,0,4
6171,56,1,1,3,8,3,0,N,1,10
6186,51,1,4,1,6,2,1,N,3,2
6211,51,1,4,1,11,0,2,N,0,9
6226,62,3,5,1,4,7,0,N,1,9
6234,47,5,2,3,7,6,0,N,3,8
6246,35,2,0,1,10,4,1,N,0,7
6262,65,3,3,2,5,2,4,N,1,5
6274,32,3,2,0,2,1,1,N,2,9
6303,51,2,4,3,6,3,0,N,0,7
6317,52,0,3,0,6,1,0,N,2,7
6324,34,0,1,0,12,2,1,N,0,9
6338,49,2,3,3,8,2,0,N,1,8
