,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6080,46,2,1,1,10,3,1,N,1,3
6101,55,1,2,4,5,3,3,N,1,9
6108,55,0,3,3,7,1,1,N,0,8
6131,57,3,2,2,8,2,0,N,0,8
6144,42,3,0,0,8,1,1,N,0,12
6164,44,2,2,3,5,3,1,N,2,5
6170,71,5,2,2,8,5,1,N,0,4
6186,60,1,1,1,6,1,1,N,3,8
6212,52,1,2,3,9,4,0,N,0,8
6227,32,4,1,0,3,2,2,N,2,8
6233,46,3,3,0,5,3,2,N,1,6
6249,56,3,6,2,9,5,4,N,0,9
6261,60,1,1,1,7,2,2,N,0,6
6268,42,0,2,2,5,2,1,N,3,8
6282,55,1,3,3,7,3,0,N,0,8
6301,46,3,2,3,6,2,2,N,0,8
6319,50,0,0,4,3,3,3,N,0,5
6325,50,1,2,1,4,1,0,N,1,6
6339,56,1,3,0,10,1,0,N,1,5
