,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6075,54,5,1,0,14,6,1,N,0,9
6095,61,4,5,1,8,3,0,N,2,10
6106,43,1,3,0,2,2,1,N,0,7
6116,43,2,2,1,7,2,0,N,4,4
6136,28,1,0,1,9,1,2,N,3,5
6165,64,2,1,2,7,4,4,N,2,2
6179,45,3,0,2,5,2,2,N,2,7
6220,60,3,2,0,6,4,1,N,1,6
6240,49,0,3,0,7,0,0,N,1,8
6255,48,4,2,3,8,0,2,N,2,7
6258,29,3,2,1,8,2,0,N,3,5
6264,60,4,2,4,13,4,0,N,0,3
6275,59,1,4,0,9,3,3,N,0,5
6297,50,4,2,1,8,1,0,N,2,4
6301,51,2,3,1,7,6,0,N,1,7
6311,45,2,4,1,12,1,0,N,0,9
6321,44,0,3,1,7,1,2,N,0,3
6332,61,6,3,3,5,8,0,N,2,7
6346,61,3,3,3,7,8,1,N,0,7
