,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5346,46,2,3,1,8,1,1,11,0,6
5366,29,1,1,3,8,1,0,6,4,6
5380,35,2,3,3,8,7,2,10,0,5
5387,38,2,0,2,6,4,2,9,3,2
5408,37,0,1,2,5,3,0,11,1,3
5423,43,1,3,2,4,4,0,5,3,3
5443,33,1,2,1,5,1,0,13,2,5
5447,35,1,0,3,3,1,1,15,0,6
5457,57,1,1,2,9,1,1,12,5,6
5470,44,3,3,2,3,6,0,10,0,5
5548,43,0,3,1,5,2,1,9,2,6
5570,63,3,0,4,10,6,1,25,0,5
5576,53,1,3,2,8,3,0,18,0,9
5597,46,4,3,2,6,0,1,6,0,8
5611,52,2,3,3,4,2,2,12,0,8
