,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5345,62,1,1,1,9,0,1,12,0,6
5366,45,3,1,1,4,3,2,13,2,6
5380,56,3,2,1,6,0,3,13,0,7
5401,46,3,3,0,5,4,2,5,1,5
5408,66,2,7,4,6,4,0,16,1,4
5422,63,1,3,3,5,5,4,15,0,6
5444,45,2,1,1,6,4,2,13,2,7
5452,53,2,4,1,3,2,3,15,0,6
5464,44,1,3,1,5,2,2,5,1,8
5555,61,2,4,3,2,7,0,11,3,3
5576,55,2,2,0,3,2,0,10,2,5
5590,38,2,2,1,7,3,4,10,0,3
5611,40,9,0,2,5,1,2,9,1,8
