,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5338,64,3,4,0,2,4,0,12,0,9
5366,46,0,2,0,5,6,1,16,0,6
5381,66,4,3,4,4,9,0,10,0,3
5403,40,1,3,1,4,0,0,6,3,2
5408,70,1,3,1,3,4,1,10,2,8
5423,53,2,2,2,3,3,1,13,0,7
5443,50,0,0,0,3,1,2,13,4,3
5446,46,2,3,4,6,3,0,13,4,2
5457,41,2,3,0,5,1,0,12,0,8
5470,41,2,2,1,7,5,3,10,2,5
5548,48,3,3,1,7,3,1,14,0,6
5569,55,1,7,1,6,1,2,17,1,3
5576,48,3,1,0,7,2,0,10,0,10
5590,22,0,3,0,6,0,1,6,0,5
5613,42,3,1,1,6,2,1,5,2,3
