,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6081,45,5,4,4,n,6,1,n,3,7
6101,43,1,2,1,n,2,2,n,2,4
6109,48,1,0,0,n,2,0,n,1,10
6130,45,3,1,1,n,1,2,n,1,9
6143,67,0,2,0,n,4,4,n,0,8
6163,44,1,2,1,n,5,2,n,2,6
6170,60,4,1,3,n,5,1,n,1,4
6185,64,0,0,1,n,0,2,n,0,8
6196,36,2,0,1,n,3,0,n,0,8
6240,45,1,1,0,n,0,1,n,0,9
6255,45,3,0,1,n,1,4,n,1,9
6267,58,1,1,0,n,3,2,n,0,8
6282,51,1,3,0,n,3,2,n,0,8
6300,58,3,3,0,n,2,1,n,1,9
6318,49,1,3,1,n,4,5,n,0,9
6331,53,4,2,0,n,5,4,n,1,7
6345,59,2,0,0,n,1,3,n,0,7
