,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6074,44,2,8,N,8,3,2,N,2,2
6094,55,3,4,1,N,3,5,N,0,3
6105,50,1,2,0,N,4,3,N,0,2
6129,50,2,1,1,N,4,2,N,3,9
6143,51,0,2,1,N,4,0,N,1,3
6165,54,0,3,1,N,4,0,N,0,7
6175,48,2,2,0,N,4,2,N,1,8
6178,67,2,3,1,N,4,2,N,0,5
6192,34,0,4,2,N,2,1,N,1,7
6226,53,2,1,2,N,1,6,N,1,4
6240,55,2,3,0,5,3,1,N,1,10
6247,42,2,1,0,9,0,0,N,1,10
6261,47,1,1,0,5,0,3,N,2,8
6275,58,2,8,2,9,2,1,N,1,5
6295,68,0,2,2,8,6,0,N,1,8
6310,49,2,6,2,9,5,2,N,1,5
6324,49,2,1,0,7,0,2,N,0,6
6331,42,3,3,1,7,3,1,N,3,9
6345,53,4,6,2,6,3,1,N,0,4
