,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6065,25,0,8,N,10,0,0,N,2,6
6094,48,2,0,0,N,2,2,N,2,6
6105,66,2,3,0,N,3,1,N,0,4
6108,62,1,1,0,N,1,2,N,3,9
6129,54,1,3,1,N,4,0,N,1,4
6143,52,6,2,1,N,11,1,N,1,2
6164,38,2,4,5,N,4,1,N,2,7
6175,52,3,1,1,N,3,2,N,0,2
6185,53,3,3,1,N,2,1,N,0,8
6196,39,0,4,5,N,2,0,N,0,4
6225,35,2,5,2,N,0,2,N,1,7
6233,51,2,6,1,7,2,1,N,0,3
6253,39,1,2,1,6,1,2,N,2,9
6265,37,0,0,1,8,2,0,N,1,5
6268,39,1,2,0,13,1,2,N,1,4
6296,34,1,1,4,8,0,0,N,0,4
6311,32,2,0,1,9,2,0,N,0,12
6324,39,0,0,0,12,0,1,N,2,3
6339,43,2,1,1,6,2,1,N,0,9
