,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6074,41,0,3,n,4,0,1,n,4,3
6095,35,3,2,1,n,1,1,n,2,11
6101,47,3,4,0,n,3,1,n,1,9
6108,34,1,0,0,n,3,0,n,2,8
6130,36,1,2,3,n,1,0,n,3,6
6144,41,1,1,1,n,1,1,n,1,8
6164,46,1,0,1,n,0,2,n,2,7
6175,39,1,3,0,n,3,1,n,2,7
6185,47,0,2,0,n,2,3,n,2,10
6193,51,1,3,1,n,1,0,n,3,9
6220,37,1,2,2,n,2,2,n,1,8
6233,45,0,0,0,3,0,1,n,0,6
6247,40,0,0,2,4,1,1,n,3,7
6262,37,0,3,1,4,0,1,n,2,5
6276,38,1,1,1,8,1,4,n,2,9
6303,46,1,3,0,7,1,3,n,3,5
6317,43,3,2,1,9,3,1,n,2,5
6331,29,1,0,0,6,0,0,n,0,5
6345,47,0,1,1,5,0,0,n,3,6
