,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5367,40,1,0,0,8,1,1,7,0,11
5377,34,1,1,1,9,3,0,6,0,5
5388,46,2,1,1,6,4,1,11,2,8
5408,48,1,1,1,9,6,0,15,0,9
5415,25,1,1,2,9,3,0,2,1,12
5437,47,1,0,0,7,2,4,7,2,6
5451,47,1,2,0,12,1,1,12,2,8
5458,45,0,3,2,10,2,1,9,1,6
5481,27,1,1,0,9,2,4,5,7,6
5493,46,1,0,1,8,1,3,19,2,7
5500,49,1,4,3,12,3,1,8,2,12
5517,52,1,4,2,12,2,0,11,0,17
5542,44,2,1,1,6,2,0,14,2,12
5556,42,0,6,2,4,2,1,8,0,9
5573,41,3,3,2,8,1,0,4,0,6
5576,32,0,2,2,5,2,1,14,3,9
5591,48,3,2,0,5,0,2,14,1,5
5605,44,3,2,2,6,2,0,5,1,4
5619,53,7,2,0,5,3,1,4,0,1
