,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5353,47,3,1,0,7,3,0,9,0,6
5373,37,4,3,0,4,1,2,16,1,9
5381,36,2,2,0,7,3,2,8,2,8
5409,35,1,3,0,12,2,0,15,0,12
5417,46,2,1,0,13,0,1,13,0,6
5437,54,0,2,0,3,1,1,9,0,12
5444,45,0,2,1,9,3,2,18,2,8
5458,32,0,2,1,10,2,3,3,1,6
5481,37,2,3,0,9,0,0,11,0,1
5493,53,1,1,1,5,1,0,14,1,12
5507,43,0,3,4,5,1,1,12,4,9
5521,33,4,1,0,5,4,0,8,2,6
5535,63,2,2,3,11,3,0,14,2,8
5542,34,1,0,0,9,2,1,8,1,10
5556,49,0,3,1,9,2,1,15,3,5
5577,51,1,4,2,11,2,1,9,1,7
5594,59,2,0,0,12,1,6,15,1,10
5605,47,2,1,1,12,1,1,9,3,8
5619,43,1,5,2,8,2,0,7,1,13
