,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5367,72,4,4,8,9,7,2,10,0,7
5377,59,6,2,2,8,3,5,7,3,6
5388,49,4,6,5,6,6,0,10,0,10
5409,76,8,1,4,4,12,1,12,2,4
5415,42,3,5,2,4,2,4,11,1,7
5437,55,4,4,0,4,3,3,8,3,9
5451,56,6,2,4,7,5,2,19,1,5
5462,63,2,4,2,8,3,0,13,0,5
5486,39,0,2,1,7,3,0,20,2,4
5501,47,3,4,2,7,1,1,13,3,7
5514,49,3,2,1,7,1,3,9,1,4
5529,56,1,4,2,7,4,2,12,0,10
5542,40,4,5,2,12,3,2,12,2,7
5556,58,4,0,3,8,4,0,8,2,7
5577,34,4,1,1,6,2,1,16,0,14
5591,64,4,5,6,6,7,2,17,0,5
5598,77,2,7,1,3,6,0,12,1,6
5613,52,2,0,3,6,2,0,15,1,5
5626,62,1,3,2,8,2,2,10,0,3
