,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6081,47,1,5,4,5,3,0,N,1,10
6102,45,5,1,0,11,2,1,N,2,7
6110,41,2,1,1,9,2,7,N,1,8
6116,59,7,1,0,11,5,0,N,2,7
6137,37,3,1,0,5,1,1,N,1,9
6145,47,2,1,2,12,0,2,N,1,9
6172,51,1,2,0,8,2,2,N,1,8
6186,35,1,0,2,8,1,1,N,3,8
6197,59,3,2,2,11,2,2,N,1,6
6220,44,4,4,1,4,2,0,N,0,4
6234,53,3,5,2,10,0,0,N,1,7
6248,40,0,2,3,9,2,0,N,0,12
6269,43,4,1,1,8,4,2,N,1,4
6283,42,0,0,0,5,0,2,N,1,8
6304,32,1,2,0,6,3,0,N,1,9
6310,54,7,6,1,10,1,1,N,2,13
6325,57,2,2,3,8,0,1,N,5,8
6339,49,4,2,1,8,0,1,N,0,10
6353,31,2,3,1,2,0,3,N,3,7
