,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
6074,34,1,1,1,10,1,0,N,3,7
6094,38,1,0,0,4,0,1,N,2,7
6108,38,1,1,0,4,1,0,N,4,9
6131,53,1,4,2,12,3,0,N,2,3
6141,46,2,3,0,6,1,1,N,3,9
6151,50,3,1,0,7,4,2,N,1,9
6172,38,4,5,1,9,3,1,N,3,8
6186,63,1,4,0,11,3,0,N,1,4
6197,52,2,1,1,9,0,0,N,0,7
6227,38,0,3,2,12,4,1,N,3,8
6241,66,3,2,3,10,1,0,N,0,6
6248,34,2,1,2,8,3,0,N,2,8
6262,39,2,3,2,9,1,2,N,1,8
6276,41,0,2,0,9,2,2,N,0,8
6297,49,4,5,2,10,8,1,N,3,6
6310,57,0,2,2,5,1,3,N,2,5
6325,25,1,1,1,4,0,3,N,1,6
6339,39,1,2,0,13,2,1,N,0,8
6353,43,1,1,0,7,0,1,N,2,7
