,possession,fouls,shots,shotsongoal,offtarget,cornerkicks,yellowcards,headtheball,headsuccess,saves,blocked,tackles,dribbles,throwins,pass,passsuccess
Lazio_5409,48.0,13.0,12.0,7.0,3.0,3.0,2.0,26.0,14.0,3.0,2.0,33.0,13.0,16.0,480.0,81.0
Lazio_5417,47.0,18.5,11.5,6.0,2.5,3.5,2.0,30.5,16.0,3.0,3.0,34.0,10.0,16.5,429.5,78.0
Lazio_5436,46.666666666666664,20.0,12.333333333333334,5.333333333333333,3.3333333333333335,4.666666666666667,2.0,27.0,13.666666666666666,2.3333333333333335,3.6666666666666665,34.0,9.666666666666666,18.666666666666668,420.6666666666667,80.0
Lazio_5457,48.75,18.5,15.0,6.25,4.75,6.0,1.5,28.75,14.75,2.0,4.0,31.25,11.0,17.75,435.25,81.5
Lazio_5480,50.0,18.8,16.2,6.6,5.2,7.2,1.6,27.4,13.4,1.8,4.4,29.8,11.2,19.4,444.6,82.0
Lazio_5493,52.0,17.333333333333332,17.0,6.0,6.333333333333333,6.833333333333333,1.8333333333333333,28.166666666666668,14.5,2.1666666666666665,4.666666666666667,30.666666666666668,11.833333333333334,20.833333333333332,469.5,82.16666666666667
Lazio_5499,52.0,17.571428571428573,17.142857142857142,6.0,6.714285714285714,6.571428571428571,2.142857142857143,28.285714285714285,14.714285714285714,2.0,4.428571428571429,31.0,11.142857142857142,20.142857142857142,467.2857142857143,81.42857142857143
Lazio_5515,51.625,18.75,15.875,5.375,6.375,6.25,2.375,30.375,15.75,2.25,4.125,31.75,11.125,21.75,464.75,80.25
Lazio_5528,52.0,18.77777777777778,15.88888888888889,5.666666666666667,6.555555555555555,6.222222222222222,2.4444444444444446,30.555555555555557,15.555555555555555,2.5555555555555554,3.6666666666666665,31.22222222222222,11.666666666666666,22.22222222222222,467.44444444444446,80.44444444444444
Lazio_5543,51.1,18.1,15.9,6.4,6.1,5.9,2.4,29.2,14.7,2.3,3.4,32.2,12.5,21.7,459.0,80.6
Lazio_5556,51.63636363636363,17.363636363636363,16.545454545454547,6.454545454545454,6.181818181818182,6.454545454545454,2.1818181818181817,28.0,14.090909090909092,2.090909090909091,3.909090909090909,32.36363636363637,11.727272727272727,21.545454545454547,465.6363636363636,81.18181818181819
Lazio_5577,51.333333333333336,17.916666666666668,15.916666666666666,6.416666666666667,5.75,6.083333333333333,2.4166666666666665,27.583333333333332,14.166666666666666,2.3333333333333335,3.75,33.166666666666664,11.666666666666666,21.0,460.8333333333333,81.25
Lazio_5591,51.61538461538461,17.76923076923077,16.46153846153846,6.461538461538462,6.076923076923077,6.230769230769231,2.3846153846153846,27.0,13.76923076923077,2.1538461538461537,3.923076923076923,32.53846153846154,11.76923076923077,20.692307692307693,457.2307692307692,81.07692307692308
Lazio_5594,52.57142857142857,17.214285714285715,16.142857142857142,6.571428571428571,5.714285714285714,6.428571428571429,2.2857142857142856,26.285714285714285,13.571428571428571,2.357142857142857,3.857142857142857,32.214285714285715,11.642857142857142,20.642857142857142,474.85714285714283,81.71428571428571
Lazio_5605,51.13333333333333,17.0,15.866666666666667,6.533333333333333,5.533333333333333,6.533333333333333,2.4,25.933333333333334,13.333333333333334,2.533333333333333,3.8,31.8,11.266666666666667,20.4,461.6,81.26666666666667
Lazio_5620,51.875,16.9375,15.875,6.3125,5.4375,6.375,2.5,25.9375,13.25,2.375,4.125,31.4375,11.0625,21.4375,460.75,81.0625
