,possession,fouls,shots,shotsongoal,offtarget,cornerkicks,yellowcards,headtheball,headsuccess,saves,blocked,tackles,dribbles,throwins,pass,passsuccess
Sassuolo_5408,46.0,16.0,8.0,3.0,4.0,2.0,2.0,31.0,17.0,3.0,1.0,17.0,4.0,26.0,394.0,76.0
Sassuolo_5416,49.0,16.0,8.5,3.0,3.5,3.5,4.0,35.0,18.5,2.0,2.0,20.0,6.5,23.0,413.0,78.0
Sassuolo_5437,49.0,15.0,10.333333333333334,4.0,4.333333333333333,3.6666666666666665,3.6666666666666665,28.666666666666668,14.0,3.0,2.0,24.0,6.0,23.0,410.0,79.66666666666667
Sassuolo_5450,43.25,15.0,9.25,3.75,3.5,3.0,3.5,28.0,13.25,3.0,2.0,26.25,6.0,19.75,354.5,76.75
Sassuolo_5457,45.2,13.6,10.2,4.4,3.8,3.2,3.4,28.0,14.4,2.8,2.0,24.0,6.4,20.6,380.4,77.8
Sassuolo_5481,44.166666666666664,14.166666666666666,9.833333333333334,4.0,3.6666666666666665,2.8333333333333335,3.3333333333333335,28.666666666666668,14.166666666666666,2.8333333333333335,2.1666666666666665,24.333333333333332,6.333333333333333,20.666666666666668,367.1666666666667,76.0
Sassuolo_5493,44.0,15.285714285714286,10.571428571428571,4.714285714285714,3.7142857142857144,3.142857142857143,3.4285714285714284,27.285714285714285,14.428571428571429,3.0,2.142857142857143,26.428571428571427,6.285714285714286,20.714285714285715,359.57142857142856,75.14285714285714
Sassuolo_5499,46.125,15.0,10.875,4.5,4.125,3.5,3.5,26.875,14.125,2.875,2.25,27.875,6.5,22.5,375.25,76.125
Sassuolo_5514,46.44444444444444,15.555555555555555,11.777777777777779,4.444444444444445,4.888888888888889,3.6666666666666665,3.6666666666666665,27.22222222222222,13.88888888888889,3.0,2.4444444444444446,27.0,6.666666666666667,23.555555555555557,369.55555555555554,75.33333333333333
Sassuolo_5529,46.7,15.5,11.6,4.1,5.0,3.6,3.5,27.8,14.2,2.8,2.5,27.1,6.8,23.1,371.7,75.5
Sassuolo_5543,45.81818181818182,15.727272727272727,10.727272727272727,3.8181818181818183,4.636363636363637,3.3636363636363638,3.5454545454545454,28.636363636363637,14.909090909090908,2.8181818181818183,2.272727272727273,28.09090909090909,6.636363636363637,23.09090909090909,367.72727272727275,74.63636363636364
Sassuolo_5556,46.0,15.583333333333334,10.666666666666666,3.5833333333333335,4.666666666666667,3.4166666666666665,3.4166666666666665,28.5,14.666666666666666,2.8333333333333335,2.4166666666666665,28.833333333333332,7.333333333333333,23.5,371.9166666666667,74.75
Sassuolo_5577,46.69230769230769,15.76923076923077,10.384615384615385,3.4615384615384617,4.461538461538462,3.230769230769231,3.3846153846153846,29.76923076923077,15.23076923076923,2.8461538461538463,2.4615384615384617,28.23076923076923,7.230769230769231,23.153846153846153,373.38461538461536,74.61538461538461
Sassuolo_5591,47.714285714285715,15.857142857142858,11.0,3.7857142857142856,4.785714285714286,3.2857142857142856,3.2857142857142856,29.214285714285715,14.714285714285714,3.0714285714285716,2.4285714285714284,27.571428571428573,7.285714285714286,22.571428571428573,385.0,75.71428571428571
Sassuolo_5605,47.6,16.0,11.066666666666666,4.0,4.666666666666667,3.3333333333333335,3.066666666666667,29.4,14.533333333333333,3.1333333333333333,2.4,27.133333333333333,7.2,22.2,384.53333333333336,75.93333333333334
Sassuolo_5619,47.25,15.75,11.125,3.9375,4.75,3.375,2.9375,29.375,14.6875,3.125,2.4375,27.375,7.25,22.375,381.4375,76.0625
