,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5351,50,3,4,4,10,2,1,15,1,7
5373,70,0,3,0,8,0,0,12,1,7
5381,56,0,2,3,8,1,0,22,2,6
5401,37,3,2,1,12,6,4,10,0,10
5415,51,1,0,1,12,3,0,15,0,15
5436,49,0,0,0,10,0,3,9,0,4
5450,45,2,0,1,10,5,2,13,3,8
5465,56,5,4,1,14,1,0,8,1,8
5493,42,1,3,2,12,1,1,5,3,9
5500,47,2,1,1,9,2,1,18,1,8
5513,58,1,0,0,10,2,1,16,2,8
5527,28,3,2,1,3,2,0,7,3,3
5541,35,0,2,0,6,0,3,16,2,9
5555,42,2,1,0,10,1,2,7,0,7
5572,48,1,4,0,11,0,0,10,2,9
5583,28,1,4,1,6,2,0,13,2,12
5594,26,1,2,1,3,3,2,7,1,6
5605,55,3,4,1,6,1,1,10,0,8
5612,48,2,2,3,10,3,1,9,0,7
