,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5346,43,2,5,1,13,2,0,8,3,6
5367,36,0,2,1,6,1,0,11,1,9
5378,54,1,1,0,9,1,2,13,1,9
5403,38,2,3,4,5,3,1,12,0,7
5414,45,2,4,1,5,3,1,15,0,11
5437,41,1,3,0,7,2,1,18,1,3
5452,48,0,1,0,10,0,0,14,0,10
5465,47,2,3,0,10,1,0,7,1,3
5485,38,1,2,0,10,3,0,16,1,7
5507,47,5,1,0,10,2,3,12,0,4
5521,43,1,1,0,12,0,1,17,1,4
5534,46,1,1,1,6,1,0,14,2,9
5543,39,4,2,2,4,4,2,11,2,4
5555,41,0,0,1,5,1,0,3,3,11
5574,42,1,1,1,9,2,2,6,1,9
5583,36,0,0,0,6,1,0,10,2,7
5593,20,3,1,0,2,2,1,4,2,3
5606,34,1,1,0,10,2,1,22,0,6
5618,42,4,3,0,4,4,0,8,0,8
