,possession,fouls,shots,shotsongoal,offtarget,cornerkicks,yellowcards,headtheball,headsuccess,saves,blocked,tackles,dribbles,throwins,pass,passsuccess
Getafe_5386,60,12,18,5,11,8,1,59,29,2,2,22,12,37,495,81
Valencia_5387,42,23,6,3,2,1,3,43,25,4,1,23,13,19,329,71
RayoVallecano_5387,41,19,14,4,8,6,6,32,16,5,2,16,8,30,329,77
Eibar_5387,60,12,14,6,6,4,3,45,22,2,2,13,3,33,421,68
Almeria_5387,56,13,16,3,11,9,1,36,16,1,2,19,9,25,368,75
Malaga_5387,56,12,17,3,8,3,1,26,13,4,6,19,7,25,440,80
Sevilla_5388,58,11,16,10,4,9,2,23,10,4,2,19,10,17,569,90
CeltaVigo_5388,67,15,15,6,4,11,4,35,19,1,5,18,11,24,518,80
RCDEspanyol_5388,41,20,10,4,3,4,6,35,15,4,3,28,10,17,323,71
RealMadrid_5388,60,9,19,14,5,8,1,21,11,5,0,14,9,24,588,87
GranadaCF_5400,45,17,9,1,4,3,4,40,23,1,4,37,5,28,330,68
Levante_5401,44,13,10,1,5,6,4,20,10,6,4,29,7,12,384,83
AthleticBilbao_5401,50,13,13,4,7,9,3,65,37,0,2,34,4,30,379,68
FCBarcelona_5401,72,9,27,12,9,12,2,29,10,2,6,17,16,23,707,91
Cordoba_5401,55,16,8,2,2,6,2,28,17,2,4,30,10,27,480,82
AtleticoMadrid_5402,57,19,20,9,6,12,None,30,23,1,5,41,6,23,479,81
DeportivoLaCoruna_5402,42,19,11,5,5,3,4,27,14,1,1,31,9,18,307,77
Elche_5402,61,18,12,1,7,6,5,31,16,5,4,20,7,20,474,82
Villarreal_5402,46,20,17,8,4,6,5,23,17,3,5,24,3,20,358,76
RealSociedad_5403,59,10,13,2,7,8,1,34,20,5,4,29,11,29,491,80
CeltaVigo_5407,67,14,13,4,7,7,0,39,24,None,2,14,6,12,685,87
Almeria_5408,46,10,7,3,4,4,2,53,31,0,0,28,10,33,334,61
RealMadrid_5408,42,11,18,6,5,3,2,13,7,4,7,36,11,15,426,86
Valencia_5408,49,11,12,4,6,8,0,23,10,2,2,26,10,18,433,81
Cordoba_5408,54,13,7,3,1,5,3,56,33,0,3,30,6,34,400,70
Eibar_5408,51,14,7,3,3,7,2,51,29,2,1,30,3,24,330,62
Malaga_5409,48,18,18,8,7,7,1,30,16,4,3,38,16,16,283,72
RCDEspanyol_5409,59,12,16,5,8,11,2,39,23,1,3,25,8,33,468,77
Sevilla_5409,56,19,8,4,1,3,3,24,13,3,3,22,5,25,405,74
Getafe_5409,42,17,11,4,3,1,3,26,13,6,4,28,14,24,318,72
DeportivoLaCoruna_5414,56,7,9,2,5,4,2,23,9,2,2,28,7,38,436,76
GranadaCF_5415,34,11,5,3,2,3,1,12,6,4,0,10,10,9,147,78
AtleticoMadrid_5415,60,12,16,7,5,4,0,33,15,2,4,26,6,25,544,85
FCBarcelona_5415,67,10,19,9,10,9,1,32,18,3,0,27,20,24,579,82
RealSociedad_5415,56,18,5,0,3,6,2,33,20,1,2,23,5,21,396,74
AthleticBilbao_5416,42,24,9,2,4,4,4,50,22,1,3,31,4,24,339,63
Villarreal_5416,63,12,14,4,3,11,2,25,12,1,7,24,4,23,516,79
Levante_5416,45,17,11,5,3,3,3,40,24,4,3,24,5,24,322,70
Elche_5416,37,19,11,5,4,4,6,34,17,4,2,32,5,21,270,72
RayoVallecano_5417,68,10,16,6,7,11,1,28,16,2,3,18,1,47,569,80
Cordoba_5421,65,10,14,6,6,3,4,42,21,2,2,29,8,35,575,84
Almeria_5422,35,16,6,2,3,4,2,28,9,4,1,24,10,31,207,60
Getafe_5422,54,11,16,3,10,9,1,48,28,5,3,31,7,22,425,74
RealMadrid_5422,46,12,16,11,4,4,0,21,12,5,1,25,15,23,437,81
Malaga_5422,56,9,15,8,6,5,3,27,14,2,1,25,8,29,414,78
CeltaVigo_5422,65,14,17,5,8,6,1,29,17,1,4,30,5,24,556,83
Sevilla_5423,55,13,15,6,6,6,2,42,20,4,3,35,10,17,498,82
RCDEspanyol_5423,58,16,11,4,7,6,3,46,24,4,0,24,9,36,408,66
Valencia_5423,49,13,8,1,6,2,0,44,19,1,1,44,6,29,417,70
RealSociedad_5423,52,17,11,5,5,2,2,38,13,1,1,14,10,39,405,77
AthleticBilbao_5435,55,14,8,4,3,5,1,40,22,2,1,38,4,28,444,77
AtleticoMadrid_5436,47,14,9,4,4,4,3,15,7,0,1,25,7,25,284,78
Eibar_5436,42,15,10,2,5,4,4,24,12,4,3,35,7,25,317,73
FCBarcelona_5436,66,8,16,10,3,5,1,8,4,0,3,29,17,23,708,91
DeportivoLaCoruna_5436,50,14,11,4,2,8,3,34,15,5,5,19,7,25,381,78
RayoVallecano_5437,46,14,9,3,5,2,6,47,20,4,1,31,7,31,317,59
Levante_5437,35,20,10,5,3,4,2,27,15,5,2,35,2,17,225,61
Elche_5437,55,16,17,6,6,6,3,40,20,1,5,20,7,24,439,78
Villarreal_5437,53,15,10,4,5,7,3,24,14,4,1,25,9,31,448,74
GranadaCF_5438,61,10,24,11,8,10,4,35,23,1,5,19,9,23,434,82
RealSociedad_5442,49,15,12,8,2,2,2,37,23,5,2,23,3,25,454,76
Getafe_5443,52,12,14,7,2,2,8,34,16,1,5,31,5,27,430,74
RCDEspanyol_5443,52,21,10,4,3,5,2,58,25,2,3,25,6,40,325,63
Malaga_5443,47,17,12,7,4,5,1,16,5,7,1,26,3,21,344,82
CeltaVigo_5443,69,10,29,9,11,15,4,36,17,1,9,12,10,25,636,85
AtleticoMadrid_5444,53,16,9,4,4,5,2,19,11,1,1,38,8,34,473,85
Sevilla_5444,60,18,13,8,3,7,1,39,19,3,2,26,3,20,454,81
Cordoba_5444,51,7,11,2,2,9,3,43,21,5,7,29,5,32,447,76
Valencia_5444,33,10,12,4,6,5,3,21,11,1,2,35,11,16,279,74
Almeria_5445,47,14,11,1,7,5,4,31,23,3,3,24,20,33,296,64
Elche_5450,46,18,8,1,6,6,2,23,9,1,1,23,1,29,446,76
AthleticBilbao_5450,66,13,15,3,8,15,4,47,22,2,4,26,5,19,627,83
RealMadrid_5450,48,15,20,11,6,None,None,29,14,0,3,25,12,15,392,81
DeportivoLaCoruna_5450,52,14,14,6,6,5,3,37,14,2,2,26,14,40,439,75
RayoVallecano_5451,59,14,11,3,5,6,4,32,14,5,3,27,10,30,405,75
FCBarcelona_5451,72,6,15,7,5,5,0,6,4,1,3,27,11,16,881,91
Villarreal_5451,53,14,24,9,7,8,2,40,18,2,8,22,13,34,456,78
GranadaCF_5451,44,20,9,2,4,4,4,42,18,0,3,33,8,33,277,69
Eibar_5452,46,18,17,8,7,7,4,34,22,1,2,16,7,20,318,64
Levante_5452,51,14,16,3,8,4,3,63,30,0,5,25,8,33,376,66
Almeria_5456,43,14,16,3,9,2,4,20,8,4,4,27,6,14,290,70
Getafe_5457,27,24,4,2,1,4,1,21,7,2,1,41,6,18,241,61
Valencia_5457,42,16,14,6,7,6,5,33,19,4,1,31,7,20,318,72
Cordoba_5457,61,6,13,4,8,6,0,54,23,3,1,24,5,28,494,77
Malaga_5457,46,15,12,4,4,1,3,27,14,8,4,43,9,27,357,71
RCDEspanyol_5458,50,13,12,4,8,2,2,50,20,5,None,21,8,28,328,66
Sevilla_5458,64,11,16,2,7,11,3,42,23,2,7,20,16,25,507,79
AtleticoMadrid_5458,59,15,11,2,8,7,4,39,17,3,1,24,8,31,450,78
RealSociedad_5458,51,12,14,4,6,3,0,52,31,4,4,33,8,29,367,65
DeportivoLaCoruna_5459,52,19,15,3,7,7,5,21,11,4,5,26,5,32,404,70
CeltaVigo_5463,70,10,19,4,10,17,4,45,21,1,5,32,4,29,582,83
FCBarcelona_5464,71,14,16,9,5,8,1,12,7,2,2,25,13,17,796,89
Levante_5464,44,16,11,2,8,3,3,55,25,1,1,12,9,29,296,68
Eibar_5464,53,16,8,2,4,2,6,42,18,2,2,26,2,43,398,68
RayoVallecano_5464,74,11,16,5,8,4,3,31,16,1,3,23,10,35,620,83
