,possession,fouls,shots,shotsongoal,offtarget,cornerkicks,yellowcards,headtheball,headsuccess,saves,blocked,tackles,dribbles,throwins,pass,passsuccess
Reims_5376,40,17,9,3,3,3,1,33,11,6,3,26,8,23,335,73
Rennes_5376,58,14,16,4,6,6,3,32,14,3,6,17,13,31,494,79
Guingamp_5377,68,10,12,1,7,7,1,51,23,3,4,21,10,22,496,83
EvianThononGaillard_5377,48,7,14,3,7,4,None,33,14,3,4,13,6,30,419,75
Bastia_5377,43,11,4,0,2,4,2,41,20,2,2,22,5,32,301,68
Lyon_5377,53,7,14,9,2,5,0,15,7,2,3,23,9,19,619,89
Montpellier_5377,40,9,9,3,4,4,1,31,17,6,2,16,8,30,370,74
Nice_5377,55,15,9,3,4,11,1,43,17,3,2,22,4,34,418,78
Caen_5377,32,7,14,3,10,2,None,20,9,6,1,19,7,21,343,78
SaintEtienne_5378,56,18,19,6,10,11,1,37,24,None,3,11,10,23,438,84
Monaco_5380,63,13,8,1,5,5,2,37,20,1,2,17,6,41,495,79
Toulouse_5380,36,23,11,5,4,4,0,19,9,1,2,24,7,17,292,68
Metz_5380,54,14,17,9,4,4,0,31,17,None,4,18,3,31,374,72
Montpellier_5380,49,14,9,5,3,5,0,32,15,None,1,19,12,30,352,68
Lorient_5380,62,12,16,4,9,9,1,39,20,None,3,8,12,16,491,84
Lille_5380,64,10,19,7,7,5,3,28,19,None,5,11,6,22,573,84
Bordeaux_5381,46,8,14,4,5,3,1,15,5,5,5,20,8,24,406,83
Nantes_5381,42,13,14,4,8,5,2,25,14,4,2,22,10,19,383,84
Lens_5381,47,8,9,2,5,1,1,47,22,2,2,22,12,34,415,78
Marseille_5381,59,8,14,8,3,6,1,28,21,4,3,21,13,14,514,88
Reims_5386,34,16,8,1,4,6,2,37,16,3,3,17,4,23,276,71
Caen_5387,34,10,10,3,4,4,0,31,19,7,3,30,10,27,256,65
Nice_5387,58,13,10,2,5,4,1,33,22,1,3,28,9,23,415,78
Rennes_5387,46,9,16,7,6,6,1,30,16,1,3,22,11,25,399,78
Bastia_5387,61,17,6,3,3,3,1,37,24,5,0,23,7,36,474,78
EvianThononGaillard_5387,54,22,8,2,4,2,2,40,21,3,2,15,9,33,374,74
