,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5353,54,1,2,0,6,2,0,10,4,4
5374,57,1,2,2,6,2,1,13,0,5
5381,55,2,3,2,10,3,2,14,0,4
5402,41,1,2,1,6,3,0,8,3,3
5412,79,2,6,1,12,3,0,11,0,4
5423,45,3,6,4,4,2,1,11,0,7
5445,46,0,6,0,11,3,1,9,1,12
5458,45,4,2,0,12,1,1,12,0,7
5481,63,2,1,4,1,4,1,8,2,7
5493,32,2,0,1,6,0,0,8,1,7
5507,57,0,2,2,5,5,3,7,-1,8
5520,65,2,1,1,11,4,2,13,0,8
5535,48,2,2,0,5,1,1,10,1,4
5549,64,2,1,1,9,1,1,9,2,5
5569,39,1,3,2,9,1,0,12,0,7
5584,63,3,3,2,7,5,2,9,2,7
5595,50,1,2,2,7,3,2,9,0,5
5605,56,2,2,2,4,2,1,12,1,4
5618,43,2,3,1,9,3,0,9,0,7
