,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5353,57,2,2,0,9,2,1,14,0,7
5374,59,2,6,0,11,4,0,9,2,13
5381,50,0,3,3,14,3,2,19,1,8
5402,49,5,0,0,11,0,4,14,1,6
5412,35,1,4,1,6,1,2,12,3,8
5437,46,0,7,0,13,1,0,8,0,3
5452,57,3,2,1,7,3,2,8,3,9
5458,35,1,2,1,10,2,2,9,4,6
5480,47,0,0,0,11,0,3,10,2,4
5493,54,2,3,1,11,1,0,7,1,7
5507,60,0,2,3,7,4,1,8,2,12
5521,70,1,1,2,6,4,1,9,0,5
5535,52,2,2,0,11,3,2,7,1,12
5550,39,0,0,1,8,2,2,11,6,8
5569,37,0,0,3,5,2,0,11,1,6
5577,44,1,4,2,4,4,0,11,4,10
5591,36,0,1,1,7,1,1,7,2,5
5605,55,3,3,1,4,2,0,13,0,11
5619,43,1,0,2,9,2,4,12,3,9
