,possession,fouls,shots,shotsongoal,offtarget,cornerkicks,yellowcards,headtheball,headsuccess,saves,blocked,tackles,dribbles,throwins,pass,passsuccess
FCKoln_5401,37.0,11.0,5.0,2.0,2.0,3.0,1.0,41.0,20.0,2.0,1.0,47.0,8.0,19.0,326.0,64.0
FCKoln_5416,49.0,7.0,6.0,2.0,2.5,4.0,1.0,33.5,15.5,2.0,1.5,39.0,6.5,17.5,411.0,75.0
FCKoln_5436,53.333333333333336,7.666666666666667,6.333333333333333,2.0,2.3333333333333335,3.6666666666666665,0.6666666666666666,33.333333333333336,15.0,2.6666666666666665,2.0,31.333333333333332,7.0,17.666666666666668,418.0,77.66666666666667
FCKoln_5450,49.5,8.25,7.75,2.5,2.75,4.0,0.5,37.75,16.5,2.5,2.5,29.75,8.25,18.0,398.0,75.75
FCKoln_5460,50.4,8.8,7.8,2.0,3.2,5.0,0.8,41.2,17.6,2.2,2.6,28.2,9.0,17.0,404.2,76.0
FCKoln_5510,49.666666666666664,9.0,7.333333333333333,1.6666666666666667,3.3333333333333335,4.5,1.0,39.666666666666664,17.333333333333332,2.5,2.3333333333333335,28.166666666666668,9.5,18.0,414.8333333333333,76.5
FCKoln_5513,51.0,9.571428571428571,8.714285714285714,2.142857142857143,4.0,5.142857142857143,1.0,41.285714285714285,19.0,2.5714285714285716,2.5714285714285716,29.285714285714285,9.714285714285714,19.285714285714285,427.85714285714283,76.57142857142857
FCKoln_5527,49.75,10.0,9.625,2.75,4.0,4.875,1.125,45.625,21.5,2.75,2.875,30.625,9.25,20.375,421.625,75.125
FCKoln_5542,48.888888888888886,10.88888888888889,9.555555555555555,3.111111111111111,3.888888888888889,4.777777777777778,1.2222222222222223,47.666666666666664,23.0,2.7777777777777777,2.5555555555555554,30.555555555555557,9.666666666666666,21.333333333333332,404.55555555555554,74.0
FCKoln_5555,49.8,11.2,10.0,3.0,4.4,4.9,1.3,51.1,25.2,3.0,2.6,30.1,10.4,22.0,408.1,73.8
FCKoln_5577,48.72727272727273,11.545454545454545,10.727272727272727,3.272727272727273,4.818181818181818,4.7272727272727275,1.5454545454545454,50.27272727272727,24.727272727272727,3.272727272727273,2.6363636363636362,30.272727272727273,11.272727272727273,21.545454545454547,399.72727272727275,73.54545454545455
FCKoln_5590,48.75,11.75,11.0,3.3333333333333335,4.916666666666667,4.75,1.5833333333333333,52.916666666666664,25.5,3.3333333333333335,2.75,30.666666666666668,11.083333333333334,22.0,397.9166666666667,73.16666666666667
FCKoln_5605,48.0,11.615384615384615,11.153846153846153,3.5384615384615383,5.0,4.769230769230769,1.5384615384615385,53.07692307692308,25.46153846153846,3.1538461538461537,2.6153846153846154,30.076923076923077,11.076923076923077,23.0,395.53846153846155,73.23076923076923
FCKoln_5618,47.357142857142854,11.785714285714286,11.214285714285714,3.642857142857143,5.142857142857143,4.714285714285714,1.5384615384615385,51.857142857142854,24.714285714285715,3.142857142857143,2.5714285714285716,29.5,10.785714285714286,22.714285714285715,392.2857142857143,73.5
