,possession,fouls,shots,shotsongoal,offtarget,cornerkicks,yellowcards,headtheball,headsuccess,saves,blocked,tackles,dribbles,throwins,pass,passsuccess
TSGHoffenheim_5387,41.0,18.0,20.0,8.0,6.0,5.0,3.0,39.0,17.0,2.0,6.0,29.0,5.0,18.0,375.0,73.0
TSGHoffenheim_5408,48.5,16.0,19.5,6.5,9.0,5.5,2.5,48.0,23.0,1.5,4.0,36.5,8.0,23.0,425.5,75.0
TSGHoffenheim_5422,53.333333333333336,15.666666666666666,20.333333333333332,6.333333333333333,8.333333333333334,6.0,2.0,59.0,31.333333333333332,2.0,5.666666666666667,35.0,7.666666666666667,20.666666666666668,482.0,76.33333333333333
TSGHoffenheim_5443,50.25,15.25,19.25,6.5,7.5,5.75,1.75,65.0,33.5,2.0,5.25,36.0,10.75,21.0,438.5,73.75
TSGHoffenheim_5456,49.6,15.4,19.4,6.8,7.8,5.4,2.0,64.6,34.0,2.6,4.8,35.6,12.6,21.8,429.4,73.0
TSGHoffenheim_5461,47.833333333333336,15.5,17.666666666666668,6.833333333333333,6.5,4.666666666666667,1.8333333333333333,64.83333333333333,32.666666666666664,3.5,4.333333333333333,37.166666666666664,13.333333333333334,24.0,406.6666666666667,70.33333333333333
TSGHoffenheim_5510,50.0,15.142857142857142,17.0,6.571428571428571,6.428571428571429,5.0,1.7142857142857142,67.57142857142857,34.42857142857143,3.5714285714285716,4.0,35.714285714285715,13.142857142857142,24.428571428571427,426.57142857142856,71.57142857142857
TSGHoffenheim_5520,49.5,16.25,17.5,6.5,6.75,5.625,1.875,69.0,35.75,3.375,4.25,34.75,12.875,25.0,417.375,70.25
TSGHoffenheim_5534,50.0,15.777777777777779,17.333333333333332,6.333333333333333,6.666666666666667,5.666666666666667,2.0,71.0,36.77777777777778,3.4444444444444446,4.333333333333333,34.888888888888886,13.333333333333334,24.666666666666668,427.77777777777777,70.55555555555556
TSGHoffenheim_5548,51.5,16.1,17.6,6.4,6.9,6.0,1.9,69.5,36.2,3.3,4.3,33.8,12.5,24.8,437.9,71.6
TSGHoffenheim_5569,50.36363636363637,15.909090909090908,18.0,6.363636363636363,7.2727272727272725,5.909090909090909,2.0,65.54545454545455,33.81818181818182,3.272727272727273,4.363636363636363,34.36363636363637,12.454545454545455,24.09090909090909,436.3636363636364,72.36363636363636
TSGHoffenheim_5583,49.083333333333336,15.916666666666666,17.166666666666668,5.916666666666667,7.083333333333333,5.5,2.0833333333333335,62.25,31.916666666666668,3.3333333333333335,4.166666666666667,34.833333333333336,12.25,23.25,425.25,72.83333333333333
TSGHoffenheim_5597,48.76923076923077,15.76923076923077,16.615384615384617,5.6923076923076925,7.153846153846154,5.6923076923076925,2.0,60.69230769230769,31.076923076923077,3.230769230769231,4.076923076923077,34.07692307692308,12.076923076923077,23.23076923076923,420.3076923076923,72.92307692307692
TSGHoffenheim_5618,50.142857142857146,15.642857142857142,16.571428571428573,5.642857142857143,6.928571428571429,5.357142857142857,2.0,58.92857142857143,30.428571428571427,3.0,4.285714285714286,32.92857142857143,12.357142857142858,24.0,438.2142857142857,74.14285714285714
