,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5339,58,3,0,2,4,2,0,13,0,3
5366,52,3,1,0,4,1,1,15,2,9
5380,59,3,3,2,7,3,0,8,0,4
5387,69,0,3,10,3,6,1,14,0,4
5408,67,1,5,2,11,4,2,9,1,7
5422,61,2,7,4,7,3,0,14,2,6
5444,55,2,3,0,8,3,0,11,2,6
5447,65,2,6,0,7,0,0,8,0,3
5457,66,3,2,1,11,0,2,9,1,6
5470,59,5,1,0,7,1,2,10,2,5
5548,69,2,2,3,4,4,0,15,1,2
5571,73,2,6,2,6,5,0,19,1,5
5577,42,2,2,3,5,4,1,18,0,9
5598,41,2,4,1,4,3,1,7,2,5
5612,48,2,3,5,6,4,2,11,3,2
