,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5340,63,3,2,3,5,3,0,10,0,4
5352,41,2,0,3,12,0,1,5,2,5
5374,40,0,0,1,9,2,0,2,1,8
5401,72,2,5,1,7,1,0,12,2,4
5409,49,1,1,2,6,6,0,10,3,7
5422,44,4,1,5,7,5,1,5,2,6
5443,67,2,4,6,5,4,0,4,1,5
5450,58,2,6,4,4,2,2,11,1,4
5466,59,1,3,1,4,3,0,14,1,2
5538,61,1,2,1,9,4,0,10,2,4
5556,52,2,1,0,8,0,0,16,3,6
5577,62,0,2,1,6,2,2,10,1,2
5591,37,1,1,1,6,1,0,7,1,5
5594,60,0,2,1,8,3,2,18,1,0
5613,58,2,1,4,4,3,0,8,2,6
