,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5347,47,1,1,3,9,4,0,8,1,5
5353,48,3,5,0,9,1,0,12,1,5
5373,56,1,0,2,7,1,0,6,4,6
5402,53,1,4,1,7,1,1,13,1,8
5415,65,0,1,0,5,1,3,12,1,6
5437,63,1,3,2,12,0,1,8,2,5
5446,54,1,1,3,4,2,4,11,1,4
5458,45,4,1,2,10,4,1,14,0,4
5470,47,2,1,1,2,1,1,13,0,3
5550,42,2,4,0,3,2,0,4,2,8
5569,40,0,2,1,4,1,2,13,2,5
5590,78,0,5,3,6,3,0,11,0,6
5593,68,4,0,1,7,2,0,14,3,6
5605,43,2,2,2,6,2,2,7,1,7
5619,57,0,2,2,10,5,1,8,2,1
