,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5709,64,2,4,1,6,2,1,N,1,5
5738,62,3,3,3,7,5,1,N,0,2
5745,44,2,4,0,8,2,3,N,2,5
5766,46,2,2,1,11,2,1,N,1,5
5778,31,0,0,0,5,0,0,N,2,2
5800,44,1,1,0,8,1,1,N,2,7
5814,44,2,1,0,4,1,1,N,0,4
5828,51,2,4,0,10,6,0,N,1,6
5843,57,1,1,0,5,2,1,N,0,4
5864,55,1,2,4,5,5,2,N,2,4
5872,50,2,3,0,7,2,1,N,1,3
5884,57,5,3,4,9,6,0,N,0,7
5899,64,1,3,3,5,3,1,N,1,5
5905,58,5,1,3,9,8,1,N,0,3
5919,55,2,3,1,6,1,0,N,0,2
5942,37,2,3,0,6,3,2,N,2,2
5951,30,2,3,2,7,1,0,N,1,8
5962,51,2,2,4,10,3,1,N,0,3
5975,34,0,2,0,3,0,0,N,1,3
