,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5717,60,0,4,2,5,0,1,N,2,7
5738,45,2,4,0,13,1,1,N,1,6
5741,48,2,2,3,11,2,2,N,1,7
5751,59,1,4,0,9,0,0,N,0,1
5773,63,1,1,1,6,2,0,N,0,8
5785,51,2,1,0,11,0,1,N,2,9
5807,62,2,2,0,11,4,2,N,0,7
5821,66,3,3,2,7,1,3,N,2,3
5839,63,1,0,0,11,3,0,N,2,5
5850,58,0,1,0,5,1,0,N,2,13
5857,57,3,2,1,9,2,0,N,0,2
5871,47,3,4,2,8,5,0,N,1,7
5891,44,1,6,3,8,2,1,N,3,6
5901,45,2,1,2,9,1,0,N,1,10
5913,50,1,2,1,6,1,1,N,2,6
5933,64,1,3,1,13,6,1,N,0,3
5947,59,2,2,0,11,2,1,N,0,6
5953,56,4,2,1,2,1,0,N,2,7
5969,66,0,0,0,13,1,5,N,1,3
