,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5715,59,1,4,1,8,0,1,N,0,4
5738,43,3,3,0,3,5,5,N,0,9
5744,52,2,2,0,8,0,1,N,2,4
5766,52,1,6,1,10,4,0,N,1,7
5779,51,3,3,1,9,5,1,N,0,7
5801,59,3,2,1,7,10,1,N,4,4
5815,47,3,5,2,10,4,2,N,1,12
5822,38,1,3,0,6,2,0,N,0,6
5840,65,1,3,1,11,3,2,N,0,8
5850,51,2,3,0,8,1,1,N,1,4
5856,46,2,3,1,5,2,0,N,2,9
5870,64,5,3,0,7,5,3,N,2,3
5884,59,4,2,3,8,4,2,N,1,4
5899,44,2,1,0,7,1,3,N,1,5
5905,45,0,2,3,4,1,1,N,1,4
5920,36,2,1,1,6,0,1,N,1,6
5941,50,1,2,1,5,1,0,N,2,4
5955,37,1,1,2,5,3,1,N,1,8
5969,62,4,1,0,4,4,0,N,1,7
