,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5716,66,1,3,0,10,2,0,N,1,5
5737,54,1,3,0,8,3,2,N,1,9
5745,46,1,2,4,9,2,2,N,0,5
5766,49,0,3,1,6,0,0,N,0,9
5779,46,3,3,4,11,3,0,N,3,2
5800,61,2,1,3,10,2,2,N,2,2
5815,65,2,1,0,8,2,0,N,0,3
5829,66,1,4,0,10,0,1,N,1,5
5850,48,1,4,2,12,1,0,N,2,8
5856,64,5,2,2,5,4,1,N,1,5
5870,52,2,1,0,5,2,1,N,0,7
5885,48,3,2,0,12,4,3,N,1,4
5898,49,2,3,0,7,3,1,N,1,10
5906,58,3,1,3,6,7,0,N,1,7
5919,59,2,2,0,4,1,0,N,5,8
5940,23,1,2,1,7,2,4,N,2,7
5952,52,1,1,1,11,3,1,N,0,4
5961,41,2,1,2,9,1,2,N,2,8
5969,40,3,0,0,6,1,4,N,3,3
