,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5717,58,6,5,5,7,6,0,N,2,6
5738,52,0,5,1,11,5,0,N,0,7
5746,50,2,5,2,7,3,1,N,1,5
5766,53,3,4,2,4,4,0,N,1,5
5776,47,1,1,1,12,1,0,N,1,8
5801,58,1,3,4,14,3,0,N,3,8
5815,48,3,4,0,9,3,0,N,3,9
5829,43,3,4,1,8,5,1,N,1,6
5850,56,0,4,3,10,2,0,N,0,4
5856,46,3,3,3,13,3,3,N,1,8
5870,51,3,1,0,8,2,2,N,0,11
5878,43,2,4,2,5,3,0,N,3,9
5892,49,1,2,2,5,2,0,N,2,7
5906,32,2,1,1,7,0,0,N,2,8
5920,44,5,3,2,8,2,0,N,0,7
5934,55,1,1,3,8,6,0,N,0,9
5948,35,2,3,1,5,3,1,N,1,4
5955,49,2,2,0,8,7,0,N,0,9
5969,73,2,1,3,10,1,0,N,1,4
