,BallPossession,ShotsonGoal,ShotsoffGoal,BlockedShots,FreeKicks,CornerKicks,Offsides,Throw-in,GoalkeeperSaves,Fouls
5702,37,0,2,1,4,2,0,n,3,4
5716,41,4,2,1,4,2,2,n,3,3
5737,48,3,1,2,4,4,0,n,0,5
5751,41,0,3,2,7,1,1,n,5,7
5772,37,2,3,0,6,2,0,n,2,1
5786,23,0,1,0,6,1,0,n,1,5
5808,41,0,2,0,6,0,2,n,2,7
5822,34,1,1,0,5,2,1,n,4,3
5835,41,0,2,2,4,5,2,n,1,6
5853,39,3,4,1,5,2,0,n,0,3
5856,39,0,2,0,5,0,1,n,1,5
5877,22,0,0,3,8,2,1,n,3,4
5884,26,1,2,1,9,1,1,n,1,2
5901,41,1,0,2,4,0,3,n,1,2
5933,52,0,2,0,7,0,0,n,3,6
5940,37,1,2,3,3,4,0,n,0,4
5952,28,0,1,1,7,4,0,n,0,9
5956,28,0,2,4,2,2,1,n,1,7
5968,29,3,2,1,3,3,1,n,1,4
