,possession,fouls,shots,shotsongoal,offtarget,cornerkicks,yellowcards,headtheball,headsuccess,saves,blocked,tackles,dribbles,throwins,pass,passsuccess
WestBromwich_5403,37.0,6.0,8.0,2.0,4.0,0.0,1.0,17.0,3.0,5.0,2.0,19.0,4.0,15.0,356.0,76.0
WestBromwich_5408,51.0,10.0,12.5,3.0,6.0,3.0,2.0,30.0,13.0,4.5,3.5,20.5,2.5,20.0,455.0,79.5
WestBromwich_5423,51.333333333333336,10.666666666666666,11.666666666666666,2.6666666666666665,5.666666666666667,4.333333333333333,2.0,32.666666666666664,16.333333333333332,3.3333333333333335,3.3333333333333335,26.333333333333332,5.333333333333333,24.0,477.6666666666667,80.33333333333333
WestBromwich_5443,50.0,10.25,11.0,2.25,5.5,4.25,2.0,36.75,18.0,3.5,3.25,27.5,4.75,24.0,474.5,79.0
WestBromwich_5446,51.8,10.4,13.4,2.8,6.2,4.8,2.0,39.6,18.6,3.6,4.4,25.0,6.2,24.2,476.8,77.8
WestBromwich_5457,51.5,11.5,13.333333333333334,3.1666666666666665,6.166666666666667,4.666666666666667,2.3333333333333335,37.5,16.833333333333332,3.3333333333333335,4.0,24.833333333333332,6.666666666666667,25.166666666666668,463.0,79.0
WestBromwich_5470,51.57142857142857,10.571428571428571,14.0,3.5714285714285716,6.142857142857143,5.428571428571429,2.0,35.0,16.285714285714285,3.142857142857143,4.285714285714286,25.428571428571427,7.142857142857143,24.428571428571427,461.85714285714283,78.85714285714286
WestBromwich_5485,52.125,9.875,13.375,3.5,6.0,5.375,1.875,36.25,16.375,3.0,3.875,24.75,7.25,24.5,465.5,78.625
WestBromwich_5506,51.111111111111114,9.666666666666666,13.333333333333334,3.5555555555555554,5.888888888888889,5.444444444444445,1.8888888888888888,35.0,16.333333333333332,2.7777777777777777,3.888888888888889,26.77777777777778,7.222222222222222,24.11111111111111,451.6666666666667,78.44444444444444
WestBromwich_5517,50.2,9.8,13.1,3.6,5.6,5.4,1.9,34.9,16.6,2.8,3.9,27.3,7.5,23.4,436.1,78.0
WestBromwich_5534,49.18181818181818,9.818181818181818,12.545454545454545,3.5454545454545454,5.2727272727272725,5.090909090909091,1.9090909090909092,35.36363636363637,17.181818181818183,2.727272727272727,3.727272727272727,26.727272727272727,7.363636363636363,22.818181818181817,424.0,77.0
WestBromwich_5548,48.666666666666664,9.583333333333334,12.666666666666666,3.6666666666666665,5.166666666666667,5.25,1.8333333333333333,35.666666666666664,17.416666666666668,2.6666666666666665,3.8333333333333335,26.166666666666668,7.333333333333333,23.25,412.4166666666667,76.83333333333333
WestBromwich_5569,49.15384615384615,9.307692307692308,13.307692307692308,3.8461538461538463,5.615384615384615,5.0,1.8461538461538463,36.30769230769231,18.076923076923077,2.6923076923076925,3.8461538461538463,26.0,7.384615384615385,23.76923076923077,415.0,76.61538461538461
WestBromwich_5576,48.857142857142854,9.714285714285714,12.928571428571429,3.9285714285714284,5.357142857142857,4.928571428571429,1.8571428571428572,38.42857142857143,18.857142857142858,2.5714285714285716,3.642857142857143,26.285714285714285,7.142857142857143,23.428571428571427,406.2857142857143,75.64285714285714
WestBromwich_5590,47.333333333333336,9.866666666666667,12.733333333333333,3.933333333333333,5.4,4.733333333333333,1.8,38.333333333333336,18.8,2.7333333333333334,3.4,27.2,6.866666666666666,22.733333333333334,394.4,74.2
WestBromwich_5613,46.875,10.0,12.5,4.0,5.25,4.625,1.875,36.4375,17.8125,2.75,3.25,27.5,6.8125,21.875,395.9375,75.0
